data;pstrat;workflow;no. class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r
n1;p44;w351;2;0;svmLinear2;freq;smart;none;0.98;>0;0.943560047;0.879589285
n1;p44;w346;2;0;J48;freq;smart;none;0.98;>0;0.90520689;0.8413581
n1;p44;w345;2;0;nnet;freq;smart;none;0.98;>0;0.943574062;0.878491031
n1;p44;w350;2;0;lda;freq;smart;none;0.98;>0;0.886571086;0.82576593
n1;p44;w349;2;0;C5.0Tree;freq;smart;none;0.98;>0;0.905769953;0.84255831
n1;p45;w356;2;0;knn;freq;smart;simple;0.99;none;0.880349407;0.79055682
n1;p45;w360;2;0;ranger;freq;smart;simple;0.99;none;0.976305531;0.884930729
n1;p45;w355;2;0;JRip;freq;smart;simple;0.99;none;0.910805642;0.814664876
n1;p45;w359;2;0;svmLinear2;freq;smart;simple;0.99;none;0.945268364;0.862794426
n1;p45;w354;2;0;J48;freq;smart;simple;0.99;none;0.910254075;0.822655953
n1;p45;w353;2;0;nnet;freq;smart;simple;0.99;none;0.966141128;0.871770133
n1;p45;w358;2;0;lda;freq;smart;simple;0.99;none;0.605558805;0.54574098
n1;p45;w357;2;0;C5.0Tree;freq;smart;simple;0.99;none;0.907436224;0.82787993
n1;p46;w364;2;0;knn;freq;smart;simple;0.99;>0;0.927762465;0.847288174
n1;p46;w368;2;0;ranger;freq;smart;simple;0.99;>0;0.967843045;0.883728617
n1;p46;w363;2;0;JRip;freq;smart;simple;0.99;>0;0.907454041;0.827875109
n1;p46;w367;2;0;svmLinear2;freq;smart;simple;0.99;>0;0.946970264;0.868511681
n1;p46;w362;2;0;J48;freq;smart;simple;0.99;>0;0.91759426;0.840181858
n1;p46;w361;2;0;nnet;freq;smart;simple;0.99;>0;0.959938532;0.879299382
n1;p46;w366;2;0;lda;freq;smart;simple;0.99;>0;0.892777542;0.818744678
n1;p46;w365;2;0;C5.0Tree;freq;smart;simple;0.99;>0;0.917033745;0.839904807
n1;p47;w372;2;0;knn;freq;smart;simple;0.98;none;0.895587721;0.815020225
n1;p47;w376;2;0;ranger;freq;smart;simple;0.98;none;0.969530957;0.887477175
n1;p47;w371;2;0;JRip;freq;smart;simple;0.98;none;0.89783746;0.816442247
n1;p47;w375;2;0;svmLinear2;freq;smart;simple;0.98;none;0.937365111;0.864443809
n1;p47;w370;2;0;J48;freq;smart;simple;0.98;none;0.912517795;0.837359331
n1;p47;w369;2;0;nnet;freq;smart;simple;0.98;none;0.960491398;0.878653376
n1;p47;w374;2;0;lda;freq;smart;simple;0.98;none;0.838035703;0.771476534
n1;p47;w373;2;0;C5.0Tree;freq;smart;simple;0.98;none;0.909689753;0.837934763
n1;p48;w380;2;0;knn;freq;smart;simple;0.98;>0;0.919305068;0.849995171
n1;p48;w384;2;0;ranger;freq;smart;simple;0.98;>0;0.965583161;0.887686727
n1;p48;w379;2;0;JRip;freq;smart;simple;0.98;>0;0.906873178;0.834172241
n1;p48;w383;2;0;svmLinear2;freq;smart;simple;0.98;>0;0.941887409;0.870057857
n1;p48;w378;2;0;J48;freq;smart;simple;0.98;>0;0.918726753;0.847870353
n1;p48;w377;2;0;nnet;freq;smart;simple;0.98;>0;0.920970114;0.8502255
n1;p48;w382;2;0;lda;freq;smart;simple;0.98;>0;0.87300538;0.806319413
n1;p48;w381;2;0;C5.0Tree;freq;smart;simple;0.98;>0;0.915902529;0.845102619
n1;p5;w36;2;0;knn;tf_idf;none;simple;0.99;none;0.869060172;0.777894882
n1;p5;w40;2;0;ranger;tf_idf;none;simple;0.99;none;0.965021363;0.878021264
n1;p5;w35;2;0;JRip;tf_idf;none;simple;0.99;none;0.878688243;0.783964046
n1;p5;w39;2;0;svmLinear2;tf_idf;none;simple;0.99;none;0.974036744;0.882969819
n1;p5;w34;2;0;J48;tf_idf;none;simple;0.99;none;0.895031025;0.803921148
n1;p5;w33;2;0;nnet;tf_idf;none;simple;0.99;none;0.980817691;0.886725099
n1;p5;w38;2;0;lda;tf_idf;none;simple;0.99;none;0.813413658;0.731192168
n1;p5;w37;2;0;C5.0Tree;tf_idf;none;simple;0.99;none;0.896159699;0.80254633
n1;p6;w44;2;0;knn;tf_idf;none;simple;0.99;>0;0.930594373;0.844642615
n1;p6;w48;2;0;ranger;tf_idf;none;simple;0.99;>0;0.95656143;0.871180994
n1;p6;w43;2;0;JRip;tf_idf;none;simple;0.99;>0;0.887721431;0.807198271
n1;p6;w47;2;0;svmLinear2;tf_idf;none;simple;0.99;>0;0.962190784;0.880201724
n1;p6;w42;2;0;J48;tf_idf;none;simple;0.99;>0;0.911395488;0.831104004
n1;p6;w41;2;0;nnet;tf_idf;none;simple;0.99;>0;0.970662185;0.888217394
n1;p6;w46;2;0;lda;tf_idf;none;simple;0.99;>0;0.94978432;0.868250997
n1;p6;w45;2;0;C5.0Tree;tf_idf;none;simple;0.99;>0;0.909703751;0.825587597
n1;p7;w52;2;0;knn;tf_idf;none;simple;0.98;none;0.865104732;0.784795181
n1;p7;w56;2;0;ranger;tf_idf;none;simple;0.98;none;0.963888882;0.882917885
n1;p7;w51;2;0;JRip;tf_idf;none;simple;0.98;none;0.882072948;0.800208516
n1;p7;w55;2;0;svmLinear2;tf_idf;none;simple;0.98;none;0.956542342;0.879223758
n1;p7;w50;2;0;J48;tf_idf;none;simple;0.98;none;0.897288367;0.819500936
n1;p7;w49;2;0;nnet;tf_idf;none;simple;0.98;none;0.967260893;0.888976913
n1;p7;w54;2;0;lda;tf_idf;none;simple;0.98;none;0.875283093;0.801923936
n1;p7;w53;2;0;C5.0Tree;tf_idf;none;simple;0.98;none;0.896722762;0.812507226
n1;p8;w60;2;0;knn;tf_idf;none;simple;0.98;>0;0.928910296;0.851728164
n1;p8;w64;2;0;ranger;tf_idf;none;simple;0.98;>0;0.959379287;0.881263581
n1;p8;w59;2;0;JRip;tf_idf;none;simple;0.98;>0;0.866826985;0.794834233
n1;p8;w63;2;0;svmLinear2;tf_idf;none;simple;0.98;>0;0.948649267;0.876349967
n1;p8;w58;2;0;J48;tf_idf;none;simple;0.98;>0;0.901809429;0.83059081
n1;p8;w57;2;0;nnet;tf_idf;none;simple;0.98;>0;0.854977504;0.790785733
n1;p8;w62;2;0;lda;tf_idf;none;simple;0.98;>0;0.948651821;0.87640756
n1;p8;w61;2;0;C5.0Tree;tf_idf;none;simple;0.98;>0;0.902364843;0.826451217
n1;p9;w68;2;0;knn;tf_idf;default;none;0.99;none;0.833507049;0.746776171
n1;p9;w72;2;0;ranger;tf_idf;default;none;0.99;none;0.96727744;0.880893478
n1;p9;w67;2;0;JRip;tf_idf;default;none;0.99;none;0.892227166;0.796151727
n1;p9;w71;2;0;svmLinear2;tf_idf;default;none;0.99;none;0.965020115;0.877756031
n1;p9;w66;2;0;J48;tf_idf;default;none;0.99;none;0.870787543;0.783258018
n1;p9;w65;2;0;nnet;tf_idf;default;none;0.99;none;0.98081386;0.889907763
n1;p9;w70;2;0;lda;tf_idf;default;none;0.99;none;0.795909024;0.715449381
n1;p9;w69;2;0;C5.0Tree;tf_idf;default;none;0.99;none;0.871335302;0.78122776
n10;p1;w7;2;0;svmLinear2;tf_idf;none;none;0.99;none;0.946315789;0.855514138
n10;p1;w4;2;0;knn;tf_idf;none;none;0.99;none;0.813684211;0.722417778
n10;p1;w2;2;0;J48;tf_idf;none;none;0.99;none;0.868421053;0.773846115
n10;p1;w6;2;0;lda;tf_idf;none;none;0.99;none;0.838947368;0.74846051
n10;p1;w3;2;0;JRip;tf_idf;none;none;0.99;none;0.877368421;0.779141809
n10;p1;w8;2;0;ranger;tf_idf;none;none;0.99;none;0.961052632;0.871131052
n10;p1;w1;2;0;nnet;tf_idf;none;none;0.99;none;0.951578947;0.853841862
n10;p1;w5;2;0;C5.0Tree;tf_idf;none;none;0.99;none;0.874210526;0.778269149
n10;p10;w79;2;0;svmLinear2;tf_idf;default;none;0.99;>0;0.935263158;0.856967595
n10;p10;w76;2;0;knn;tf_idf;default;none;0.99;>0;0.903157895;0.82359212
n10;p10;w74;2;0;J48;tf_idf;default;none;0.99;>0;0.885263158;0.809823421
n10;p10;w78;2;0;lda;tf_idf;default;none;0.99;>0;0.936842105;0.858362432
n10;p10;w75;2;0;JRip;tf_idf;default;none;0.99;>0;0.903684211;0.822785355
n10;p10;w80;2;0;ranger;tf_idf;default;none;0.99;>0;0.945789474;0.861283721
n10;p10;w73;2;0;nnet;tf_idf;default;none;0.99;>0;0.951578947;0.870407874
n10;p10;w77;2;0;C5.0Tree;tf_idf;default;none;0.99;>0;0.883684211;0.804448645
n10;p11;w87;2;0;svmLinear2;tf_idf;default;none;0.98;none;0.948947368;0.873731318
n10;p11;w84;2;0;knn;tf_idf;default;none;0.98;none;0.831578947;0.753375959
n10;p11;w82;2;0;J48;tf_idf;default;none;0.98;none;0.879473684;0.805188611
n10;p11;w86;2;0;lda;tf_idf;default;none;0.98;none;0.863684211;0.793175328
n10;p11;w83;2;0;JRip;tf_idf;default;none;0.98;none;0.894736842;0.814884407
n10;p11;w88;2;0;ranger;tf_idf;default;none;0.98;none;0.955789474;0.874203726
n10;p11;w81;2;0;nnet;tf_idf;default;none;0.98;none;0.943157895;0.865734543
n10;p11;w85;2;0;C5.0Tree;tf_idf;default;none;0.98;none;0.86;0.780018394
n10;p12;w95;2;0;svmLinear2;tf_idf;default;none;0.98;>0;0.934736842;0.868332964
n10;p12;w92;2;0;knn;tf_idf;default;none;0.98;>0;0.887368421;0.817783139
n10;p12;w90;2;0;J48;tf_idf;default;none;0.98;>0;0.881578947;0.815871883
n10;p12;w94;2;0;lda;tf_idf;default;none;0.98;>0;0.944736842;0.877622562
n10;p12;w91;2;0;JRip;tf_idf;default;none;0.98;>0;0.898947368;0.828652541
n10;p12;w96;2;0;ranger;tf_idf;default;none;0.98;>0;0.954210526;0.877854787
n10;p12;w89;2;0;nnet;tf_idf;default;none;0.98;>0;0.941578947;0.871716815
n10;p12;w93;2;0;C5.0Tree;tf_idf;default;none;0.98;>0;0.887368421;0.815655266
n10;p13;w103;2;0;svmLinear2;tf_idf;default;simple;0.99;none;0.965263158;0.870764923
n10;p13;w100;2;0;knn;tf_idf;default;simple;0.99;none;0.813684211;0.724023722
n10;p13;w98;2;0;J48;tf_idf;default;simple;0.99;none;0.886842105;0.794507585
n10;p13;w102;2;0;lda;tf_idf;default;simple;0.99;none;0.755789474;0.674691179
n10;p13;w99;2;0;JRip;tf_idf;default;simple;0.99;none;0.894210526;0.797031831
n10;p13;w104;2;0;ranger;tf_idf;default;simple;0.99;none;0.965789474;0.873278146
n10;p13;w97;2;0;nnet;tf_idf;default;simple;0.99;none;0.956842105;0.859792005
n10;p13;w101;2;0;C5.0Tree;tf_idf;default;simple;0.99;none;0.891052632;0.794999679
n10;p14;w111;2;0;svmLinear2;tf_idf;default;simple;0.99;>0;0.946842105;0.865030688
n10;p14;w108;2;0;knn;tf_idf;default;simple;0.99;>0;0.912105263;0.829870999
n10;p14;w106;2;0;J48;tf_idf;default;simple;0.99;>0;0.893684211;0.81549518
n10;p14;w110;2;0;lda;tf_idf;default;simple;0.99;>0;0.949473684;0.867318429
n10;p14;w107;2;0;JRip;tf_idf;default;simple;0.99;>0;0.906842105;0.824969627
n10;p14;w112;2;0;ranger;tf_idf;default;simple;0.99;>0;0.957368421;0.870257791
n10;p14;w105;2;0;nnet;tf_idf;default;simple;0.99;>0;0.949473684;0.866226388
n10;p14;w109;2;0;C5.0Tree;tf_idf;default;simple;0.99;>0;0.891578947;0.809974127
n10;p15;w119;2;0;svmLinear2;tf_idf;default;simple;0.98;none;0.957368421;0.875759245
n10;p15;w116;2;0;knn;tf_idf;default;simple;0.98;none;0.837368421;0.755226216
n10;p15;w114;2;0;J48;tf_idf;default;simple;0.98;none;0.888947368;0.809169188
n10;p15;w118;2;0;lda;tf_idf;default;simple;0.98;none;0.866842105;0.789925312
n10;p15;w115;2;0;JRip;tf_idf;default;simple;0.98;none;0.889473684;0.804994924
n10;p15;w120;2;0;ranger;tf_idf;default;simple;0.98;none;0.963157895;0.876976116
n10;p15;w113;2;0;nnet;tf_idf;default;simple;0.98;none;0.957894737;0.876178729
n10;p15;w117;2;0;C5.0Tree;tf_idf;default;simple;0.98;none;0.890526316;0.803524794
n10;p16;w127;2;0;svmLinear2;tf_idf;default;simple;0.98;>0;0.940526316;0.867384597
n10;p16;w124;2;0;knn;tf_idf;default;simple;0.98;>0;0.902105263;0.828981504
n10;p16;w122;2;0;J48;tf_idf;default;simple;0.98;>0;0.894736842;0.824518787
n10;p16;w126;2;0;lda;tf_idf;default;simple;0.98;>0;0.948947368;0.875082215
n10;p16;w123;2;0;JRip;tf_idf;default;simple;0.98;>0;0.904736842;0.830993954
n10;p16;w128;2;0;ranger;tf_idf;default;simple;0.98;>0;0.951578947;0.872452289
n10;p16;w121;2;0;nnet;tf_idf;default;simple;0.98;>0;0.945789474;0.871531733
n10;p16;w125;2;0;C5.0Tree;tf_idf;default;simple;0.98;>0;0.891578947;0.817645475
n10;p17;w135;2;0;svmLinear2;tf_idf;smart;none;0.99;none;0.954210526;0.863531545
n10;p17;w132;2;0;knn;tf_idf;smart;none;0.99;none;0.808947368;0.721363272
n10;p17;w130;2;0;J48;tf_idf;smart;none;0.99;none;0.881578947;0.791698462
n10;p17;w134;2;0;lda;tf_idf;smart;none;0.99;none;0.737894737;0.660785819
n10;p17;w131;2;0;JRip;tf_idf;smart;none;0.99;none;0.902105263;0.804949263
n10;p17;w136;2;0;ranger;tf_idf;smart;none;0.99;none;0.958421053;0.866789944
n10;p17;w129;2;0;nnet;tf_idf;smart;none;0.99;none;0.943684211;0.851333094
n10;p17;w133;2;0;C5.0Tree;tf_idf;smart;none;0.99;none;0.890526316;0.796033865
n10;p18;w143;2;0;svmLinear2;tf_idf;smart;none;0.99;>0;0.934736842;0.857481394
n10;p18;w140;2;0;knn;tf_idf;smart;none;0.99;>0;0.910526316;0.831284051
n10;p18;w138;2;0;J48;tf_idf;smart;none;0.99;>0;0.881578947;0.807425997
n10;p18;w142;2;0;lda;tf_idf;smart;none;0.99;>0;0.932631579;0.855672632
n10;p18;w139;2;0;JRip;tf_idf;smart;none;0.99;>0;0.911578947;0.831888464
n10;p18;w144;2;0;ranger;tf_idf;smart;none;0.99;>0;0.95;0.865836387
n10;p18;w137;2;0;nnet;tf_idf;smart;none;0.99;>0;0.946315789;0.866435718
n10;p18;w141;2;0;C5.0Tree;tf_idf;smart;none;0.99;>0;0.888421053;0.809886997
n10;p19;w151;2;0;svmLinear2;tf_idf;smart;none;0.98;none;0.947894737;0.874965943
n10;p19;w148;2;0;knn;tf_idf;smart;none;0.98;none;0.841578947;0.765041897
n10;p19;w146;2;0;J48;tf_idf;smart;none;0.98;none;0.882631579;0.811003775
n10;p19;w150;2;0;lda;tf_idf;smart;none;0.98;none;0.903684211;0.833244761
n10;p19;w147;2;0;JRip;tf_idf;smart;none;0.98;none;0.909473684;0.82846416
n10;p19;w152;2;0;ranger;tf_idf;smart;none;0.98;none;0.955789474;0.874345875
n10;p19;w145;2;0;nnet;tf_idf;smart;none;0.98;none;0.954736842;0.881770986
n10;p19;w149;2;0;C5.0Tree;tf_idf;smart;none;0.98;none;0.886842105;0.806950134
n10;p2;w15;2;0;svmLinear2;tf_idf;none;none;0.99;>0;0.924736842;0.846609998
n10;p2;w12;2;0;knn;tf_idf;none;none;0.99;>0;0.898421053;0.818737055
n10;p2;w10;2;0;J48;tf_idf;none;none;0.99;>0;0.877368421;0.801847918
n10;p2;w14;2;0;lda;tf_idf;none;none;0.99;>0;0.937368421;0.858612427
n10;p2;w11;2;0;JRip;tf_idf;none;none;0.99;>0;0.881578947;0.803914219
n10;p2;w16;2;0;ranger;tf_idf;none;none;0.99;>0;0.948421053;0.863741572
n10;p2;w9;2;0;nnet;tf_idf;none;none;0.99;>0;0.943684211;0.862379075
n10;p2;w13;2;0;C5.0Tree;tf_idf;none;none;0.99;>0;0.882105263;0.802552865
n10;p20;w159;2;0;svmLinear2;tf_idf;smart;none;0.98;>0;0.948947368;0.881224026
n10;p20;w156;2;0;knn;tf_idf;smart;none;0.98;>0;0.892631579;0.823125863
n10;p20;w154;2;0;J48;tf_idf;smart;none;0.98;>0;0.890526316;0.825143362
n10;p20;w158;2;0;lda;tf_idf;smart;none;0.98;>0;0.951578947;0.883633538
n10;p20;w155;2;0;JRip;tf_idf;smart;none;0.98;>0;0.908421053;0.837874897
n10;p20;w160;2;0;ranger;tf_idf;smart;none;0.98;>0;0.956842105;0.880166463
n10;p20;w153;2;0;nnet;tf_idf;smart;none;0.98;>0;0.949473684;0.879867172
n10;p20;w157;2;0;C5.0Tree;tf_idf;smart;none;0.98;>0;0.889473684;0.818393009
n10;p21;w167;2;0;svmLinear2;tf_idf;smart;simple;0.99;none;0.962105263;0.868632291
n10;p21;w164;2;0;knn;tf_idf;smart;simple;0.99;none;0.833157895;0.742569471
n10;p21;w162;2;0;J48;tf_idf;smart;simple;0.99;none;0.895789474;0.804170725
n10;p21;w166;2;0;lda;tf_idf;smart;simple;0.99;none;0.678421053;0.606739966
n10;p21;w163;2;0;JRip;tf_idf;smart;simple;0.99;none;0.894210526;0.798095995
n10;p21;w168;2;0;ranger;tf_idf;smart;simple;0.99;none;0.964736842;0.871406292
n10;p21;w161;2;0;nnet;tf_idf;smart;simple;0.99;none;0.942631579;0.849703708
n10;p21;w165;2;0;C5.0Tree;tf_idf;smart;simple;0.99;none;0.897368421;0.801885402
n10;p22;w175;2;0;svmLinear2;tf_idf;smart;simple;0.99;>0;0.941052632;0.859516958
n10;p22;w172;2;0;knn;tf_idf;smart;simple;0.99;>0;0.915263158;0.832668258
n10;p22;w170;2;0;J48;tf_idf;smart;simple;0.99;>0;0.882631579;0.805296149
n10;p22;w174;2;0;lda;tf_idf;smart;simple;0.99;>0;0.947894737;0.865737426
n10;p22;w171;2;0;JRip;tf_idf;smart;simple;0.99;>0;0.913157895;0.830767159
n10;p22;w176;2;0;ranger;tf_idf;smart;simple;0.99;>0;0.961052632;0.873381968
n10;p22;w169;2;0;nnet;tf_idf;smart;simple;0.99;>0;0.841052632;0.767429007
n10;p22;w173;2;0;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.88;0.799519548
n10;p23;w183;2;0;svmLinear2;tf_idf;smart;simple;0.98;none;0.947368421;0.867108467
n10;p23;w180;2;0;knn;tf_idf;smart;simple;0.98;none;0.845789474;0.764116788
n10;p23;w178;2;0;J48;tf_idf;smart;simple;0.98;none;0.888421053;0.810316253
n10;p23;w182;2;0;lda;tf_idf;smart;simple;0.98;none;0.905789474;0.827084413
n10;p23;w179;2;0;JRip;tf_idf;smart;simple;0.98;none;0.908947368;0.824285239
n10;p23;w184;2;0;ranger;tf_idf;smart;simple;0.98;none;0.961578947;0.874650726
n10;p23;w177;2;0;nnet;tf_idf;smart;simple;0.98;none;0.955263158;0.872328357
n10;p23;w181;2;0;C5.0Tree;tf_idf;smart;simple;0.98;none;0.898947368;0.813152551
n10;p24;w191;2;0;svmLinear2;tf_idf;smart;simple;0.98;>0;0.938947368;0.86508763
n10;p24;w188;2;0;knn;tf_idf;smart;simple;0.98;>0;0.910526316;0.836304572
n10;p24;w186;2;0;J48;tf_idf;smart;simple;0.98;>0;0.887368421;0.816935895
n10;p24;w190;2;0;lda;tf_idf;smart;simple;0.98;>0;0.945789474;0.871465636
n10;p24;w187;2;0;JRip;tf_idf;smart;simple;0.98;>0;0.906842105;0.832332357
n10;p24;w192;2;0;ranger;tf_idf;smart;simple;0.98;>0;0.952631579;0.872456728
n10;p24;w185;2;0;nnet;tf_idf;smart;simple;0.98;>0;0.942631579;0.868261963
n10;p24;w189;2;0;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.883684211;0.809971964
n10;p25;w199;2;0;svmLinear2;freq;none;none;0.99;none;0.912105263;0.826017789
n10;p25;w196;2;0;knn;freq;none;none;0.99;none;0.813684211;0.722675222
n10;p25;w194;2;0;J48;freq;none;none;0.99;none;0.877894737;0.783646189
n10;p25;w198;2;0;lda;freq;none;none;0.99;none;0.701578947;0.627982606
n10;p25;w195;2;0;JRip;freq;none;none;0.99;none;0.881578947;0.782685396
n10;p25;w200;2;0;ranger;freq;none;none;0.99;none;0.959473684;0.870148983
n10;p25;w193;2;0;nnet;freq;none;none;0.99;none;0.928421053;0.828557173
n10;p25;w197;2;0;C5.0Tree;freq;none;none;0.99;none;0.881578947;0.80200097
n10;p26;w207;2;0;svmLinear2;freq;none;none;0.99;>0;0.937894737;0.859339869
n10;p26;w204;2;0;knn;freq;none;none;0.99;>0;0.800526316;0.730695235
n10;p26;w202;2;0;J48;freq;none;none;0.99;>0;0.885263158;0.810335273
n10;p26;w206;2;0;lda;freq;none;none;0.99;>0;0.87;0.79766926
n10;p26;w203;2;0;JRip;freq;none;none;0.99;>0;0.888947368;0.812380325
n10;p26;w208;2;0;ranger;freq;none;none;0.99;>0;0.948421053;0.864894761
n10;p26;w201;2;0;nnet;freq;none;none;0.99;>0;0.913157895;0.83479178
n10;p26;w205;2;0;C5.0Tree;freq;none;none;0.99;>0;0.881578947;0.807377994
n10;p27;w215;2;0;svmLinear2;freq;none;none;0.98;none;0.905789474;0.83502402
n10;p27;w212;2;0;knn;freq;none;none;0.98;none;0.798947368;0.72261819
n10;p27;w210;2;0;J48;freq;none;none;0.98;none;0.875263158;0.800082926
n10;p27;w214;2;0;lda;freq;none;none;0.98;none;0.736842105;0.675009785
n10;p27;w211;2;0;JRip;freq;none;none;0.98;none;0.889473684;0.806312927
n10;p27;w216;2;0;ranger;freq;none;none;0.98;none;0.956315789;0.874858387
n10;p27;w209;2;0;nnet;freq;none;none;0.98;none;0.886842105;0.804973154
n10;p27;w213;2;0;C5.0Tree;freq;none;none;0.98;none;0.880526316;0.812805495
n10;p28;w223;2;0;svmLinear2;freq;none;none;0.98;>0;0.921052632;0.855497796
n10;p28;w220;2;0;knn;freq;none;none;0.98;>0;0.771052632;0.711300837
n10;p28;w218;2;0;J48;freq;none;none;0.98;>0;0.877368421;0.813019002
n10;p28;w222;2;0;lda;freq;none;none;0.98;>0;0.86;0.799872112
n10;p28;w219;2;0;JRip;freq;none;none;0.98;>0;0.906315789;0.836340805
n10;p28;w224;2;0;ranger;freq;none;none;0.98;>0;0.948947368;0.875523079
n10;p28;w217;2;0;nnet;freq;none;none;0.98;>0;0.910526316;0.840687302
n10;p28;w221;2;0;C5.0Tree;freq;none;none;0.98;>0;0.886315789;0.8226305
n10;p29;w231;2;0;svmLinear2;freq;none;simple;0.99;none;0.921578947;0.834772103
n10;p29;w228;2;0;knn;freq;none;simple;0.99;none;0.829473684;0.737412844
n10;p29;w226;2;0;J48;freq;none;simple;0.99;none;0.892105263;0.798874325
n10;p29;w230;2;0;lda;freq;none;simple;0.99;none;0.692105263;0.617981203
n10;p29;w227;2;0;JRip;freq;none;simple;0.99;none;0.882631579;0.786316711
n10;p29;w232;2;0;ranger;freq;none;simple;0.99;none;0.961578947;0.871062716
n10;p29;w225;2;0;nnet;freq;none;simple;0.99;none;0.945263158;0.842821451
n10;p29;w229;2;0;C5.0Tree;freq;none;simple;0.99;none;0.898947368;0.817143456
n10;p3;w23;2;0;svmLinear2;tf_idf;none;none;0.98;none;0.953157895;0.876233566
n10;p3;w20;2;0;knn;tf_idf;none;none;0.98;none;0.852105263;0.770566093
n10;p3;w18;2;0;J48;tf_idf;none;none;0.98;none;0.871052632;0.795407867
n10;p3;w22;2;0;lda;tf_idf;none;none;0.98;none;0.841578947;0.770070436
n10;p3;w19;2;0;JRip;tf_idf;none;none;0.98;none;0.87;0.789912668
n10;p3;w24;2;0;ranger;tf_idf;none;none;0.98;none;0.954210526;0.873314033
n10;p3;w17;2;0;nnet;tf_idf;none;none;0.98;none;0.95;0.871004637
n10;p3;w21;2;0;C5.0Tree;tf_idf;none;none;0.98;none;0.867894737;0.785159677
n10;p30;w239;2;0;svmLinear2;freq;none;simple;0.99;>0;0.935789474;0.855106417
n10;p30;w236;2;0;knn;freq;none;simple;0.99;>0;0.813684211;0.740995144
n10;p30;w234;2;0;J48;freq;none;simple;0.99;>0;0.893684211;0.815966569
n10;p30;w238;2;0;lda;freq;none;simple;0.99;>0;0.872105263;0.797201764
n10;p30;w235;2;0;JRip;freq;none;simple;0.99;>0;0.908421053;0.827604636
n10;p30;w240;2;0;ranger;freq;none;simple;0.99;>0;0.951052632;0.865816924
n10;p30;w233;2;0;nnet;freq;none;simple;0.99;>0;0.937368421;0.855090134
n10;p30;w237;2;0;C5.0Tree;freq;none;simple;0.99;>0;0.9;0.821792579
n10;p31;w247;2;0;svmLinear2;freq;none;simple;0.98;none;0.923157895;0.844991933
n10;p31;w244;2;0;knn;freq;none;simple;0.98;none;0.835263158;0.752322483
n10;p31;w242;2;0;J48;freq;none;simple;0.98;none;0.891578947;0.810764701
n10;p31;w246;2;0;lda;freq;none;simple;0.98;none;0.69;0.626973961
n10;p31;w243;2;0;JRip;freq;none;simple;0.98;none;0.896842105;0.809111258
n10;p31;w248;2;0;ranger;freq;none;simple;0.98;none;0.96;0.875969634
n10;p31;w241;2;0;nnet;freq;none;simple;0.98;none;0.869473684;0.787447272
n10;p31;w245;2;0;C5.0Tree;freq;none;simple;0.98;none;0.897894737;0.823193794
n10;p32;w255;2;0;svmLinear2;freq;none;simple;0.98;>0;0.929473684;0.857530512
n10;p32;w252;2;0;knn;freq;none;simple;0.98;>0;0.804736842;0.74045424
n10;p32;w250;2;0;J48;freq;none;simple;0.98;>0;0.895789474;0.825989523
n10;p32;w254;2;0;lda;freq;none;simple;0.98;>0;0.861052632;0.794532454
n10;p32;w251;2;0;JRip;freq;none;simple;0.98;>0;0.896315789;0.825030181
n10;p32;w256;2;0;ranger;freq;none;simple;0.98;>0;0.948421053;0.870908018
n10;p32;w249;2;0;nnet;freq;none;simple;0.98;>0;0.925263158;0.853241561
n10;p32;w253;2;0;C5.0Tree;freq;none;simple;0.98;>0;0.896842105;0.826976253
n10;p33;w263;2;0;svmLinear2;freq;default;none;0.99;none;0.910526316;0.826278772
n10;p33;w260;2;0;knn;freq;default;none;0.99;none;0.834736842;0.742231649
n10;p33;w258;2;0;J48;freq;default;none;0.99;none;0.882105263;0.789391793
n10;p33;w262;2;0;lda;freq;default;none;0.99;none;0.681052632;0.608987197
n10;p33;w259;2;0;JRip;freq;default;none;0.99;none;0.898421053;0.797790906
n10;p33;w264;2;0;ranger;freq;default;none;0.99;none;0.962105263;0.871084975
n10;p33;w257;2;0;nnet;freq;default;none;0.99;none;0.952631579;0.852362925
n10;p33;w261;2;0;C5.0Tree;freq;default;none;0.99;none;0.885263158;0.805518042
n10;p34;w271;2;0;svmLinear2;freq;default;none;0.99;>0;0.938421053;0.860576276
n10;p34;w268;2;0;knn;freq;default;none;0.99;>0;0.887368421;0.810570683
n10;p34;w266;2;0;J48;freq;default;none;0.99;>0;0.885789474;0.811373113
n10;p34;w270;2;0;lda;freq;default;none;0.99;>0;0.874210526;0.801944825
n10;p34;w267;2;0;JRip;freq;default;none;0.99;>0;0.917368421;0.837912746
n10;p34;w272;2;0;ranger;freq;default;none;0.99;>0;0.947894737;0.862478099
n10;p34;w265;2;0;nnet;freq;default;none;0.99;>0;0.927368421;0.848643539
n10;p34;w269;2;0;C5.0Tree;freq;default;none;0.99;>0;0.883157895;0.809365746
n10;p35;w279;2;0;svmLinear2;freq;default;none;0.98;none;0.905263158;0.835352665
n10;p35;w276;2;0;knn;freq;default;none;0.98;none;0.831052632;0.753059225
n10;p35;w274;2;0;J48;freq;default;none;0.98;none;0.881578947;0.80765562
n10;p35;w278;2;0;lda;freq;default;none;0.98;none;0.770526316;0.706786799
n10;p35;w275;2;0;JRip;freq;default;none;0.98;none;0.894736842;0.812029755
