data;pstrat;workflow;no. class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r
o15;p39;w312;2;1;ranger;freq;default;simple;0.98;none;0.917875767;0.848664408
o15;p39;w306;2;1;J48;freq;default;simple;0.98;none;0.879774101;0.816787678
o15;p39;w310;2;1;lda;freq;default;simple;0.98;none;0.801390235;0.746812046
o15;p39;w311;2;1;svmLinear2;freq;default;simple;0.98;none;0.826085652;0.766144995
o15;p39;w309;2;1;C5.0Tree;freq;default;simple;0.98;none;0.879234159;0.819612159
o15;p39;w307;2;1;JRip;freq;default;simple;0.98;none;0.904452213;0.830822751
o15;p4;w28;2;1;knn;tf_idf;none;none;0.98;>0;0.818039596;0.771802585
o15;p4;w25;2;1;nnet;tf_idf;none;none;0.98;>0;0.863132816;0.814307374
o15;p4;w32;2;1;ranger;tf_idf;none;none;0.98;>0;0.906067424;0.844869088
o15;p4;w26;2;1;J48;tf_idf;none;none;0.98;>0;0.878689603;0.82649984
o15;p4;w30;2;1;lda;tf_idf;none;none;0.98;>0;0.892657714;0.840986873
o15;p4;w31;2;1;svmLinear2;tf_idf;none;none;0.98;>0;0.870648161;0.815771014
o15;p4;w29;2;1;C5.0Tree;tf_idf;none;none;0.98;>0;0.880835525;0.822224507
o15;p4;w27;2;1;JRip;tf_idf;none;none;0.98;>0;0.867965758;0.812160742
o15;p40;w316;2;1;knn;freq;default;simple;0.98;>0;0.867424662;0.815177594
o15;p40;w313;2;1;nnet;freq;default;simple;0.98;>0;0.912507499;0.856618926
o15;p40;w320;2;1;ranger;freq;default;simple;0.98;>0;0.916802806;0.855866721
o15;p40;w314;2;1;J48;freq;default;simple;0.98;>0;0.899094328;0.843478921
o15;p40;w318;2;1;lda;freq;default;simple;0.98;>0;0.892649638;0.837645622
o15;p40;w319;2;1;svmLinear2;freq;default;simple;0.98;>0;0.901239097;0.84508415
o15;p40;w317;2;1;C5.0Tree;freq;default;simple;0.98;>0;0.894802483;0.839698818
o15;p40;w315;2;1;JRip;freq;default;simple;0.98;>0;0.906600443;0.849129958
o15;p41;w324;2;1;knn;freq;smart;none;0.99;none;0.757920301;0.684481074
o15;p41;w321;2;1;nnet;freq;smart;none;0.99;none;0.899620425;0.815502967
o15;p41;w328;2;1;ranger;freq;smart;none;0.99;none;0.914654576;0.834238222
o15;p41;w322;2;1;J48;freq;smart;none;0.99;none;0.873854354;0.796755928
o15;p41;w326;2;1;lda;freq;smart;none;0.99;none;0.684917394;0.624762602
o15;p41;w327;2;1;svmLinear2;freq;smart;none;0.99;none;0.849703493;0.775810555
o15;p41;w325;2;1;C5.0Tree;freq;smart;none;0.99;none;0.882453044;0.811206936
o15;p41;w323;2;1;JRip;freq;smart;none;0.99;none;0.896939176;0.808801037
o15;p42;w332;2;1;knn;freq;smart;none;0.99;>0;0.837359823;0.774610636
o15;p42;w329;2;1;nnet;freq;smart;none;0.99;>0;0.899628502;0.83354768
o15;p42;w336;2;1;ranger;freq;smart;none;0.99;>0;0.913578153;0.841563694
o15;p42;w330;2;1;J48;freq;smart;none;0.99;>0;0.884057871;0.818119946
o15;p42;w334;2;1;lda;freq;smart;none;0.99;>0;0.91251096;0.846413978
o15;p42;w335;2;1;svmLinear2;freq;smart;none;0.99;>0;0.884065947;0.817672203
o15;p42;w333;2;1;C5.0Tree;freq;smart;none;0.99;>0;0.884596659;0.81874797
o15;p42;w331;2;1;JRip;freq;smart;none;0.99;>0;0.889424985;0.81946079
o15;p43;w340;2;1;knn;freq;smart;none;0.98;none;0.747719092;0.684820507
o15;p43;w337;2;1;nnet;freq;smart;none;0.98;none;0.874397757;0.80797038
o15;p43;w344;2;1;ranger;freq;smart;none;0.98;none;0.907674558;0.837985533
o15;p43;w338;2;1;J48;freq;smart;none;0.98;none;0.874928469;0.810806209
o15;p43;w342;2;1;lda;freq;smart;none;0.98;none;0.812665559;0.756045883
o15;p43;w343;2;1;svmLinear2;freq;smart;none;0.98;none;0.814276155;0.754815889
o15;p43;w341;2;1;C5.0Tree;freq;smart;none;0.98;none;0.877607412;0.810218575
o15;p43;w339;2;1;JRip;freq;smart;none;0.98;none;0.892113157;0.818180319
o15;p44;w348;2;1;knn;freq;smart;none;0.98;>0;0.81053002;0.759288301
o15;p44;w345;2;1;nnet;freq;smart;none;0.98;>0;0.882982602;0.825683526
o15;p44;w352;2;1;ranger;freq;smart;none;0.98;>0;0.91089575;0.845627125
o15;p44;w346;2;1;J48;freq;smart;none;0.98;>0;0.876537911;0.819023345
o15;p44;w350;2;1;lda;freq;smart;none;0.98;>0;0.886747196;0.829460323
o15;p44;w351;2;1;svmLinear2;freq;smart;none;0.98;>0;0.869572892;0.81071628
o15;p44;w349;2;1;C5.0Tree;freq;smart;none;0.98;>0;0.886204947;0.828097243
o15;p44;w347;2;1;JRip;freq;smart;none;0.98;>0;0.889962619;0.828411833
o15;p45;w356;2;1;knn;freq;smart;simple;0.99;none;0.781526605;0.706543187
o15;p45;w353;2;1;nnet;freq;smart;simple;0.99;none;0.884029028;0.801094964
o15;p45;w360;2;1;ranger;freq;smart;simple;0.99;none;0.92378167;0.842851466
o15;p45;w354;2;1;J48;freq;smart;simple;0.99;none;0.886208408;0.810205485
o15;p45;w358;2;1;lda;freq;smart;simple;0.99;none;0.702620102;0.640553875
o15;p45;w359;2;1;svmLinear2;freq;smart;simple;0.99;none;0.855599012;0.781936323
o15;p45;w357;2;1;C5.0Tree;freq;smart;simple;0.99;none;0.889964927;0.819643595
o15;p45;w355;2;1;JRip;freq;smart;simple;0.99;none;0.904453367;0.817420615
o15;p46;w364;2;1;knn;freq;smart;simple;0.99;>0;0.870109373;0.807629532
o15;p46;w361;2;1;nnet;freq;smart;simple;0.99;>0;0.911439153;0.845119178
o15;p46;w368;2;1;ranger;freq;smart;simple;0.99;>0;0.915727537;0.845857579
o15;p46;w362;2;1;J48;freq;smart;simple;0.99;>0;0.906065116;0.839942712
o15;p46;w366;2;1;lda;freq;smart;simple;0.99;>0;0.900698002;0.835271774
o15;p46;w367;2;1;svmLinear2;freq;smart;simple;0.99;>0;0.895869676;0.830242337
o15;p46;w365;2;1;C5.0Tree;freq;smart;simple;0.99;>0;0.905529789;0.839639803
o15;p46;w363;2;1;JRip;freq;smart;simple;0.99;>0;0.90445452;0.837404493
o15;p47;w372;2;1;knn;freq;smart;simple;0.98;none;0.772406433;0.706994689
o15;p47;w369;2;1;nnet;freq;smart;simple;0.98;none;0.89210162;0.823191026
o15;p47;w376;2;1;ranger;freq;smart;simple;0.98;none;0.91787346;0.846163936
o15;p47;w370;2;1;J48;freq;smart;simple;0.98;none;0.885670774;0.820761226
o15;p47;w374;2;1;lda;freq;smart;simple;0.98;none;0.815356039;0.75796719
o15;p47;w375;2;1;svmLinear2;freq;smart;simple;0.98;none;0.839508053;0.777157079
o15;p47;w373;2;1;C5.0Tree;freq;smart;simple;0.98;none;0.884602427;0.821987745
o15;p47;w371;2;1;JRip;freq;smart;simple;0.98;none;0.906061655;0.832210785
o15;p48;w380;2;1;knn;freq;smart;simple;0.98;>0;0.866880105;0.810364686
o15;p48;w377;2;1;nnet;freq;smart;simple;0.98;>0;0.912512114;0.852176376
o15;p48;w384;2;1;ranger;freq;smart;simple;0.98;>0;0.915191056;0.850925075
o15;p48;w378;2;1;J48;freq;smart;simple;0.98;>0;0.900704924;0.840838799
o15;p48;w382;2;1;lda;freq;smart;simple;0.98;>0;0.889964927;0.83114697
o15;p48;w383;2;1;svmLinear2;freq;smart;simple;0.98;>0;0.89640731;0.836273314
o15;p48;w381;2;1;C5.0Tree;freq;smart;simple;0.98;>0;0.898019059;0.83850618
o15;p48;w379;2;1;JRip;freq;smart;simple;0.98;>0;0.905528635;0.844098148
o15;p5;w36;2;1;knn;tf_idf;none;simple;0.99;none;0.762209839;0.688325808
o15;p5;w33;2;1;nnet;tf_idf;none;simple;0.99;none;0.884053256;0.805216596
o15;p5;w40;2;1;ranger;tf_idf;none;simple;0.99;none;0.916266325;0.838683888
o15;p5;w34;2;1;J48;tf_idf;none;simple;0.99;none;0.885128525;0.807287769
o15;p5;w38;2;1;lda;tf_idf;none;simple;0.99;none;0.676869029;0.616812711
o15;p5;w39;2;1;svmLinear2;tf_idf;none;simple;0.99;none;0.864196548;0.788147078
o15;p5;w37;2;1;C5.0Tree;tf_idf;none;simple;0.99;none;0.886736813;0.802655561
o15;p5;w35;2;1;JRip;tf_idf;none;simple;0.99;none;0.895325119;0.810414451
o15;p6;w44;2;1;knn;tf_idf;none;simple;0.99;>0;0.863651991;0.805627839
o15;p6;w41;2;1;nnet;tf_idf;none;simple;0.99;>0;0.912507499;0.850526897
o15;p6;w48;2;1;ranger;tf_idf;none;simple;0.99;>0;0.916802806;0.849692709
o15;p6;w42;2;1;J48;tf_idf;none;simple;0.99;>0;0.900710693;0.838874721
o15;p6;w46;2;1;lda;tf_idf;none;simple;0.99;>0;0.904991001;0.84333206
o15;p6;w47;2;1;svmLinear2;tf_idf;none;simple;0.99;>0;0.915193364;0.85184919
o15;p6;w45;2;1;C5.0Tree;tf_idf;none;simple;0.99;>0;0.894802483;0.831148513
o15;p6;w43;2;1;JRip;tf_idf;none;simple;0.99;>0;0.89640731;0.833551146
o15;p7;w52;2;1;knn;tf_idf;none;simple;0.98;none;0.748247496;0.684610524
o15;p7;w49;2;1;nnet;tf_idf;none;simple;0.98;none;0.862573261;0.799595864
o15;p7;w56;2;1;ranger;tf_idf;none;simple;0.98;none;0.915728691;0.845894037
o15;p7;w50;2;1;J48;tf_idf;none;simple;0.98;none;0.886742582;0.823037052
o15;p7;w54;2;1;lda;tf_idf;none;simple;0.98;none;0.814284231;0.759343152
o15;p7;w55;2;1;svmLinear2;tf_idf;none;simple;0.98;none;0.841123264;0.779247956
o15;p7;w53;2;1;C5.0Tree;tf_idf;none;simple;0.98;none;0.889423831;0.814873369
o15;p7;w51;2;1;JRip;tf_idf;none;simple;0.98;none;0.876006046;0.804358322
o15;p8;w60;2;1;knn;tf_idf;none;simple;0.98;>0;0.847008399;0.798369572
o15;p8;w57;2;1;nnet;tf_idf;none;simple;0.98;>0;0.909287461;0.856302034
o15;p8;w64;2;1;ranger;tf_idf;none;simple;0.98;>0;0.911435692;0.851758575
o15;p8;w58;2;1;J48;tf_idf;none;simple;0.98;>0;0.893724907;0.840916174
o15;p8;w62;2;1;lda;tf_idf;none;simple;0.98;>0;0.903382713;0.850993332
o15;p8;w63;2;1;svmLinear2;tf_idf;none;simple;0.98;>0;0.907673404;0.85318053
o15;p8;w61;2;1;C5.0Tree;tf_idf;none;simple;0.98;>0;0.898024828;0.842150604
o15;p8;w59;2;1;JRip;tf_idf;none;simple;0.98;>0;0.894262541;0.839441234
o15;p9;w68;2;1;knn;tf_idf;default;none;0.99;none;0.761141492;0.686685144
o15;p9;w65;2;1;nnet;tf_idf;default;none;0.99;none;0.879766025;0.80094731
o15;p9;w72;2;1;ranger;tf_idf;default;none;0.99;none;0.906061655;0.828162026
o15;p9;w66;2;1;J48;tf_idf;default;none;0.99;none;0.869563662;0.791934337
o15;p9;w70;2;1;lda;tf_idf;default;none;0.99;none;0.637685172;0.580496959
o15;p9;w71;2;1;svmLinear2;tf_idf;default;none;0.99;none;0.860983433;0.783660264
o15;p9;w69;2;1;C5.0Tree;tf_idf;default;none;0.99;none;0.879230698;0.794743427
o15;p9;w67;2;1;JRip;tf_idf;default;none;0.99;none;0.880838987;0.794125084
o16;p1;w4;2;1;knn;tf_idf;none;none;0.99;none;0.744352654;0.67637293
o16;p1;w8;2;1;ranger;tf_idf;none;none;0.99;none;0.928482384;0.852996891
o16;p1;w5;2;1;C5.0Tree;tf_idf;none;none;0.99;none;0.887985523;0.803981131
o16;p1;w1;2;1;nnet;tf_idf;none;none;0.99;none;0.925950714;0.845961497
o16;p1;w7;2;1;svmLinear2;tf_idf;none;none;0.99;none;0.867732309;0.791869813
o16;p1;w3;2;1;JRip;tf_idf;none;none;0.99;none;0.815173258;0.733332189
o16;p1;w6;2;1;lda;tf_idf;none;none;0.99;none;0.742441028;0.676645067
o16;p1;w2;2;1;J48;tf_idf;none;none;0.99;none;0.885453885;0.806671005
o16;p10;w76;2;1;knn;tf_idf;default;none;0.99;>0;0.859491618;0.801064036
o16;p10;w80;2;1;ranger;tf_idf;default;none;0.99;>0;0.936072526;0.865677972
o16;p10;w77;2;1;C5.0Tree;tf_idf;default;none;0.99;>0;0.893042421;0.825471682
o16;p10;w73;2;1;nnet;tf_idf;default;none;0.99;>0;0.921545971;0.85820489
o16;p10;w79;2;1;svmLinear2;tf_idf;default;none;0.99;>0;0.915202432;0.851521935
o16;p10;w75;2;1;JRip;tf_idf;default;none;0.99;>0;0.860118129;0.794121059
o16;p10;w78;2;1;lda;tf_idf;default;none;0.99;>0;0.937985693;0.872805412
o16;p10;w74;2;1;J48;tf_idf;default;none;0.99;>0;0.895578902;0.83209917
o16;p11;w84;2;1;knn;tf_idf;default;none;0.98;none;0.807631177;0.745630872
o16;p11;w88;2;1;ranger;tf_idf;default;none;0.98;none;0.927846252;0.861774198
o16;p11;w85;2;1;C5.0Tree;tf_idf;default;none;0.98;none;0.875953756;0.806170732
o16;p11;w81;2;1;nnet;tf_idf;default;none;0.98;none;0.894295433;0.833539359
o16;p11;w87;2;1;svmLinear2;tf_idf;default;none;0.98;none;0.864550147;0.806217545
o16;p11;w83;2;1;JRip;tf_idf;default;none;0.98;none;0.829116601;0.76077247
o16;p11;w86;2;1;lda;tf_idf;default;none;0.98;none;0.792385186;0.739554051
o16;p11;w82;2;1;J48;tf_idf;default;none;0.98;none;0.877213178;0.816359229
o16;p12;w92;2;1;knn;tf_idf;default;none;0.98;>0;0.859488422;0.812090386
o16;p12;w96;2;1;ranger;tf_idf;default;none;0.98;>0;0.929100854;0.868514377
o16;p12;w93;2;1;C5.0Tree;tf_idf;default;none;0.98;>0;0.893042421;0.835610491
o16;p12;w89;2;1;nnet;tf_idf;default;none;0.98;>0;0.91963282;0.867463976
o16;p12;w95;2;1;svmLinear2;tf_idf;default;none;0.98;>0;0.910116668;0.857653485
o16;p12;w91;2;1;JRip;tf_idf;default;none;0.98;>0;0.849935404;0.794538077
o16;p12;w94;2;1;lda;tf_idf;default;none;0.98;>0;0.923417486;0.87012696
o16;p12;w90;2;1;J48;tf_idf;default;none;0.98;>0;0.893684962;0.840896989
o16;p13;w100;2;1;knn;tf_idf;default;simple;0.99;none;0.827847517;0.754000621
o16;p13;w104;2;1;ranger;tf_idf;default;simple;0.99;none;0.93165176;0.85614027
o16;p13;w101;2;1;C5.0Tree;tf_idf;default;simple;0.99;none;0.879754429;0.799231888
o16;p13;w97;2;1;nnet;tf_idf;default;simple;0.99;none;0.934821144;0.858089127
o16;p13;w103;2;1;svmLinear2;tf_idf;default;simple;0.99;none;0.886726125;0.812847616
o16;p13;w99;2;1;JRip;tf_idf;default;simple;0.99;none;0.842380505;0.762722646
o16;p13;w102;2;1;lda;tf_idf;default;simple;0.99;none;0.61009495;0.557656686
o16;p13;w98;2;1;J48;tf_idf;default;simple;0.99;none;0.895567665;0.820146735
o16;p14;w108;2;1;knn;tf_idf;default;simple;0.99;>0;0.884157679;0.824164583
o16;p14;w112;2;1;ranger;tf_idf;default;simple;0.99;>0;0.93923228;0.869110768
o16;p14;w109;2;1;C5.0Tree;tf_idf;default;simple;0.99;>0;0.908879687;0.840291958
o16;p14;w105;2;1;nnet;tf_idf;default;simple;0.99;>0;0.82596032;0.769481107
o16;p14;w111;2;1;svmLinear2;tf_idf;default;simple;0.99;>0;0.906312782;0.843392648
o16;p14;w107;2;1;JRip;tf_idf;default;simple;0.99;>0;0.846184432;0.782243351
o16;p14;w110;2;1;lda;tf_idf;default;simple;0.99;>0;0.937359191;0.872259166
o16;p14;w106;2;1;J48;tf_idf;default;simple;0.99;>0;0.90696334;0.842990658
o16;p15;w116;2;1;knn;tf_idf;default;simple;0.98;none;0.796213103;0.734243819
o16;p15;w120;2;1;ranger;tf_idf;default;simple;0.98;none;0.928487195;0.861222352
o16;p15;w117;2;1;C5.0Tree;tf_idf;default;simple;0.98;none;0.879752823;0.809211735
o16;p15;w113;2;1;nnet;tf_idf;default;simple;0.98;none;0.918985476;0.85440666
o16;p15;w119;2;1;svmLinear2;tf_idf;default;simple;0.98;none;0.882292525;0.821365862
o16;p15;w115;2;1;JRip;tf_idf;default;simple;0.98;none;0.84618921;0.776941828
o16;p15;w118;2;1;lda;tf_idf;default;simple;0.98;none;0.824050106;0.768263044
o16;p15;w114;2;1;J48;tf_idf;default;simple;0.98;none;0.891122836;0.82870518
o16;p16;w124;2;1;knn;tf_idf;default;simple;0.98;>0;0.873415734;0.822279914
o16;p16;w128;2;1;ranger;tf_idf;default;simple;0.98;>0;0.934806687;0.871961576
o16;p16;w125;2;1;C5.0Tree;tf_idf;default;simple;0.98;>0;0.909511;0.849154671
o16;p16;w121;2;1;nnet;tf_idf;default;simple;0.98;>0;0.905074171;0.850844858
o16;p16;w127;2;1;svmLinear2;tf_idf;default;simple;0.98;>0;0.90822595;0.853151218
o16;p16;w123;2;1;JRip;tf_idf;default;simple;0.98;>0;0.858203314;0.801654257
o16;p16;w126;2;1;lda;tf_idf;default;simple;0.98;>0;0.932284679;0.875466041
o16;p16;w122;2;1;J48;tf_idf;default;simple;0.98;>0;0.907605873;0.851814511
o16;p17;w132;2;1;knn;tf_idf;smart;none;0.99;none;0.789893603;0.718620441
o16;p17;w136;2;1;ranger;tf_idf;smart;none;0.99;none;0.930385921;0.853207682
o16;p17;w133;2;1;C5.0Tree;tf_idf;smart;none;0.99;none;0.884827375;0.802239888
o16;p17;w129;2;1;nnet;tf_idf;smart;none;0.99;none;0.920889062;0.842300209
o16;p17;w135;2;1;svmLinear2;tf_idf;smart;none;0.99;none;0.872183523;0.798275799
o16;p17;w131;2;1;JRip;tf_idf;smart;none;0.99;none;0.836698703;0.755030274
o16;p17;w134;2;1;lda;tf_idf;smart;none;0.99;none;0.644299441;0.586783811
o16;p17;w130;2;1;J48;tf_idf;smart;none;0.99;none;0.88102989;0.804732328
o16;p18;w140;2;1;knn;tf_idf;smart;none;0.99;>0;0.865807938;0.805240752
o16;p18;w144;2;1;ranger;tf_idf;smart;none;0.99;>0;0.934806679;0.86322088
o16;p18;w141;2;1;C5.0Tree;tf_idf;smart;none;0.99;>0;0.890531609;0.8219328
o16;p18;w137;2;1;nnet;tf_idf;smart;none;0.99;>0;0.910770471;0.846236305
o16;p18;w143;2;1;svmLinear2;tf_idf;smart;none;0.99;>0;0.913290847;0.848101231
o16;p18;w139;2;1;JRip;tf_idf;smart;none;0.99;>0;0.850023544;0.783698259
o16;p18;w142;2;1;lda;tf_idf;smart;none;0.99;>0;0.936091762;0.869285883
o16;p18;w138;2;1;J48;tf_idf;smart;none;0.99;>0;0.886738919;0.822346817
o16;p19;w148;2;1;knn;tf_idf;smart;none;0.98;none;0.813925081;0.751008099
o16;p19;w152;2;1;ranger;tf_idf;smart;none;0.98;none;0.926583625;0.858737056
o16;p19;w149;2;1;C5.0Tree;tf_idf;smart;none;0.98;none;0.879748028;0.809589741
o16;p19;w145;2;1;nnet;tf_idf;smart;none;0.98;none;0.892417574;0.832370812
o16;p19;w151;2;1;svmLinear2;tf_idf;smart;none;0.98;none;0.875327287;0.8150805
o16;p19;w147;2;1;JRip;tf_idf;smart;none;0.98;none;0.823450806;0.754187234
o16;p19;w150;2;1;lda;tf_idf;smart;none;0.98;none;0.834179852;0.77782515
o16;p19;w146;2;1;J48;tf_idf;smart;none;0.98;none;0.870893702;0.809465193
o16;p2;w12;2;1;knn;tf_idf;none;none;0.99;>0;0.862651389;0.804756844
o16;p2;w16;2;1;ranger;tf_idf;none;none;0.99;>0;0.936070927;0.866587733
o16;p2;w13;2;1;C5.0Tree;tf_idf;none;none;0.99;>0;0.894303416;0.82727788
o16;p2;w9;2;1;nnet;tf_idf;none;none;0.99;>0;0.831893105;0.775954674
o16;p2;w15;2;1;svmLinear2;tf_idf;none;none;0.99;>0;0.902544172;0.840852896
o16;p2;w11;2;1;JRip;tf_idf;none;none;0.99;>0;0.843007007;0.779756985
o16;p2;w14;2;1;lda;tf_idf;none;none;0.99;>0;0.932923992;0.869015876
o16;p2;w10;2;1;J48;tf_idf;none;none;0.99;>0;0.896833463;0.834233932
o16;p20;w156;2;1;knn;tf_idf;smart;none;0.98;>0;0.853151292;0.801647368
o16;p20;w160;2;1;ranger;tf_idf;smart;none;0.98;>0;0.929110476;0.86532479
o16;p20;w157;2;1;C5.0Tree;tf_idf;smart;none;0.98;>0;0.891164521;0.830708487
o16;p20;w153;2;1;nnet;tf_idf;smart;none;0.98;>0;0.909488568;0.853463725
o16;p20;w159;2;1;svmLinear2;tf_idf;smart;none;0.98;>0;0.90759621;0.850771086
o16;p20;w155;2;1;JRip;tf_idf;smart;none;0.98;>0;0.84622924;0.788364037
o16;p20;w158;2;1;lda;tf_idf;smart;none;0.98;>0;0.927854267;0.869711711
o16;p20;w154;2;1;J48;tf_idf;smart;none;0.98;>0;0.888637654;0.832245323
o16;p21;w164;2;1;knn;tf_idf;smart;simple;0.99;none;0.831625814;0.757609496
o16;p21;w168;2;1;ranger;tf_idf;smart;simple;0.99;none;0.933550494;0.85699955
o16;p21;w165;2;1;C5.0Tree;tf_idf;smart;simple;0.99;none;0.893683348;0.812008487
o16;p21;w161;2;1;nnet;tf_idf;smart;simple;0.99;none;0.913327705;0.83710426
o16;p21;w167;2;1;svmLinear2;tf_idf;smart;simple;0.99;none;0.886721339;0.813165205
o16;p21;w163;2;1;JRip;tf_idf;smart;simple;0.99;none;0.858214551;0.77681976
o16;p21;w166;2;1;lda;tf_idf;smart;simple;0.99;none;0.642394289;0.586817599
o16;p21;w162;2;1;J48;tf_idf;smart;simple;0.99;none;0.882279682;0.808146107
o16;p22;w172;2;1;knn;tf_idf;smart;simple;0.99;>0;0.876580323;0.815036718
o16;p22;w176;2;1;ranger;tf_idf;smart;simple;0.99;>0;0.935436402;0.863972544
o16;p22;w173;2;1;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.90759621;0.837801987
o16;p22;w169;2;1;nnet;tf_idf;smart;simple;0.99;>0;0.931638941;0.865637552
o16;p22;w175;2;1;svmLinear2;tf_idf;smart;simple;0.99;>0;0.908200313;0.843200357
o16;p22;w171;2;1;JRip;tf_idf;smart;simple;0.99;>0;0.856325455;0.78994204
o16;p22;w174;2;1;lda;tf_idf;smart;simple;0.99;>0;0.942412884;0.875076803
o16;p22;w170;2;1;J48;tf_idf;smart;simple;0.99;>0;0.903177059;0.837509321
o16;p23;w180;2;1;knn;tf_idf;smart;simple;0.98;none;0.818369886;0.754109212
o16;p23;w184;2;1;ranger;tf_idf;smart;simple;0.98;none;0.932915984;0.86357831
o16;p23;w181;2;1;C5.0Tree;tf_idf;smart;simple;0.98;none;0.888616844;0.816993169
o16;p23;w177;2;1;nnet;tf_idf;smart;simple;0.98;none;0.886756622;0.825604413
o16;p23;w183;2;1;svmLinear2;tf_idf;smart;simple;0.98;none;0.882294123;0.819995637
o16;p23;w179;2;1;JRip;tf_idf;smart;simple;0.98;none;0.858257809;0.787335801
o16;p23;w182;2;1;lda;tf_idf;smart;simple;0.98;none;0.846860634;0.787233102
o16;p23;w178;2;1;J48;tf_idf;smart;simple;0.98;none;0.891145293;0.827515017
o16;p24;w188;2;1;knn;tf_idf;smart;simple;0.98;>0;0.855698969;0.801719647
o16;p24;w192;2;1;ranger;tf_idf;smart;simple;0.98;>0;0.933542462;0.867291792
o16;p24;w189;2;1;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.903798742;0.841207459
o16;p24;w185;2;1;nnet;tf_idf;smart;simple;0.98;>0;0.918347713;0.859591441
o16;p24;w191;2;1;svmLinear2;tf_idf;smart;simple;0.98;>0;0.899998085;0.841710124
o16;p24;w187;2;1;JRip;tf_idf;smart;simple;0.98;>0;0.851258935;0.792216649
o16;p24;w190;2;1;lda;tf_idf;smart;simple;0.98;>0;0.934817931;0.87379984
o16;p24;w186;2;1;J48;tf_idf;smart;simple;0.98;>0;0.898113768;0.839407005
o16;p25;w196;2;1;knn;freq;none;none;0.99;none;0.701899481;0.63800932
o16;p25;w200;2;1;ranger;freq;none;none;0.99;none;0.92278133;0.848046566
o16;p25;w197;2;1;C5.0Tree;freq;none;none;0.99;none;0.886716471;0.818974634
o16;p25;w193;2;1;nnet;freq;none;none;0.99;none;0.886718118;0.803803108
o16;p25;w199;2;1;svmLinear2;freq;none;none;0.99;none;0.847477433;0.776625155
o16;p25;w195;2;1;JRip;freq;none;none;0.99;none;0.827874777;0.745410906
o16;p25;w198;2;1;lda;freq;none;none;0.99;none;0.65062376;0.593022814
o16;p25;w194;2;1;J48;freq;none;none;0.99;none;0.889877815;0.81138585
o16;p26;w204;2;1;knn;freq;none;none;0.99;>0;0.766466121;0.715385755
o16;p26;w208;2;1;ranger;freq;none;none;0.99;>0;0.928482368;0.860455716
o16;p26;w205;2;1;C5.0Tree;freq;none;none;0.99;>0;0.905707098;0.842852729
o16;p26;w201;2;1;nnet;freq;none;none;0.99;>0;0.903135342;0.841715722
o16;p26;w207;2;1;svmLinear2;freq;none;none;0.99;>0;0.915187999;0.852935971
o16;p26;w203;2;1;JRip;freq;none;none;0.99;>0;0.844285649;0.781069485
o16;p26;w206;2;1;lda;freq;none;none;0.99;>0;0.925958713;0.863090361
o16;p26;w202;2;1;J48;freq;none;none;0.99;>0;0.890523602;0.828629829
o16;p27;w212;2;1;knn;freq;none;none;0.98;none;0.696219236;0.642699566
o16;p27;w216;2;1;ranger;freq;none;none;0.98;none;0.920257683;0.854176849
o16;p27;w213;2;1;C5.0Tree;freq;none;none;0.98;none;0.887344571;0.831200946
o16;p27;w209;2;1;nnet;freq;none;none;0.98;none;0.877246717;0.81056856
o16;p27;w215;2;1;svmLinear2;freq;none;none;0.98;none;0.846825359;0.790832861
o16;p27;w211;2;1;JRip;freq;none;none;0.98;none;0.837951683;0.767252643
o16;p27;w214;2;1;lda;freq;none;none;0.98;none;0.760143425;0.710348665
o16;p27;w210;2;1;J48;freq;none;none;0.98;none;0.889240093;0.827273844
o16;p28;w220;2;1;knn;freq;none;none;0.98;>0;0.768996169;0.728721721
o16;p28;w224;2;1;ranger;freq;none;none;0.98;>0;0.924051963;0.866163947
o16;p28;w221;2;1;C5.0Tree;freq;none;none;0.98;>0;0.903175453;0.852168025
o16;p28;w217;2;1;nnet;freq;none;none;0.98;>0;0.905699083;0.856177321
o16;p28;w223;2;1;svmLinear2;freq;none;none;0.98;>0;0.913926947;0.863593882
o16;p28;w219;2;1;JRip;freq;none;none;0.98;>0;0.861420817;0.806961781
o16;p28;w222;2;1;lda;freq;none;none;0.98;>0;0.924683301;0.87287021
o16;p28;w218;2;1;J48;freq;none;none;0.98;>0;0.890517192;0.840000017
o16;p29;w228;2;1;knn;freq;none;simple;0.99;none;0.726595884;0.661792813
o16;p29;w232;2;1;ranger;freq;none;simple;0.99;none;0.930384323;0.853293215
o16;p29;w229;2;1;C5.0Tree;freq;none;simple;0.99;none;0.882906184;0.817100196
o16;p29;w225;2;1;nnet;freq;none;simple;0.99;none;0.887334949;0.805345372
o16;p29;w231;2;1;svmLinear2;freq;none;simple;0.99;none;0.867096177;0.796871276
o16;p29;w227;2;1;JRip;freq;none;simple;0.99;none;0.860146986;0.777442331
o16;p29;w230;2;1;lda;freq;none;simple;0.99;none;0.619024629;0.565924147
o16;p29;w226;2;1;J48;freq;none;simple;0.99;none;0.880368113;0.806096277
o16;p3;w20;2;1;knn;tf_idf;none;none;0.98;none;0.787360343;0.726650182
o16;p3;w24;2;1;ranger;tf_idf;none;none;0.98;none;0.925324212;0.859634156
