data;pstrat;workflow;no_class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r;no.terms;time
o2;p42;w336;2;1;ranger;freq;smart;none;0.99;>0;0.899526827;0.789840163;343;181.55
o2;p42;w331;2;1;JRip;freq;smart;none;0.99;>0;0.894360434;0.793272365;343;121.23
o2;p43;w340;2;1;knn;freq;smart;none;0.98;none;0.734319719;0.629163953;607;484.01
o2;p43;w337;2;1;nnet;freq;smart;none;0.98;none;0.829047419;0.738232706;607;103.62
o2;p43;w343;2;1;svmLinear2;freq;smart;none;0.98;none;0.86522305;0.73860779;607;560.49
o2;p43;w338;2;1;J48;freq;smart;none;0.98;none;0.878140887;0.777624684;607;129.35
o2;p43;w342;2;1;lda;freq;smart;none;0.98;none;0.865940121;0.783944121;607;53.47
o2;p43;w341;2;1;C5.0Tree;freq;smart;none;0.98;none;0.89034157;0.792883535;607;103.25
o2;p43;w344;2;1;ranger;freq;smart;none;0.98;none;0.888618587;0.780906772;607;175.65
o2;p43;w339;2;1;JRip;freq;smart;none;0.98;none;0.886752915;0.784391767;607;135.14
o2;p44;w348;2;1;knn;freq;smart;none;0.98;>0;0.809531849;0.730123227;180;62.16
o2;p44;w345;2;1;nnet;freq;smart;none;0.98;>0;0.902254237;0.816501403;180;54.31
o2;p44;w351;2;1;svmLinear2;freq;smart;none;0.98;>0;0.899526909;0.796130376;180;132.19
o2;p44;w346;2;1;J48;freq;smart;none;0.98;>0;0.885891671;0.798224044;180;64.6
o2;p44;w350;2;1;lda;freq;smart;none;0.98;>0;0.88158611;0.799975184;180;48.7
o2;p44;w349;2;1;C5.0Tree;freq;smart;none;0.98;>0;0.89148951;0.806689352;180;54.5
o2;p44;w352;2;1;ranger;freq;smart;none;0.98;>0;0.891919638;0.789309645;180;132.78
o2;p44;w347;2;1;JRip;freq;smart;none;0.98;>0;0.887614572;0.796649201;180;75.56
o2;p45;w356;2;1;knn;freq;smart;simple;0.99;none;0.758433317;0.63939469;1114;924.56
o2;p45;w353;2;1;nnet;freq;smart;simple;0.99;none;0.821592316;0.716446407;1114;239.28
o2;p45;w359;2;1;svmLinear2;freq;smart;simple;0.99;none;0.81785817;0.704246876;1114;396.39
o2;p45;w354;2;1;J48;freq;smart;simple;0.99;none;0.884168771;0.769355505;1114;260.81
o2;p45;w358;2;1;lda;freq;smart;simple;0.99;none;0.871968088;0.7772183;1114;99.61
o2;p45;w357;2;1;C5.0Tree;freq;smart;simple;0.99;none;0.893642538;0.79147469;1114;128.55
o2;p45;w360;2;1;ranger;freq;smart;simple;0.99;none;0.899670587;0.783077633;1114;257.72
o2;p45;w355;2;1;JRip;freq;smart;simple;0.99;none;0.892924065;0.776249115;1114;270.73
o2;p46;w364;2;1;knn;freq;smart;simple;0.99;>0;0.805081703;0.698581239;352;291.69
o2;p46;w361;2;1;nnet;freq;smart;simple;0.99;>0;0.890915293;0.797126242;352;85.58
o2;p46;w367;2;1;svmLinear2;freq;smart;simple;0.99;>0;0.901967705;0.786732083;352;236.9
o2;p46;w362;2;1;J48;freq;smart;simple;0.99;>0;0.890340168;0.787842285;352;133.25
o2;p46;w366;2;1;lda;freq;smart;simple;0.99;>0;0.898522482;0.8065007;352;75.33
o2;p46;w365;2;1;C5.0Tree;freq;smart;simple;0.99;>0;0.895221513;0.799449548;352;92.38
o2;p46;w368;2;1;ranger;freq;smart;simple;0.99;>0;0.899383561;0.790338793;352;175.9
o2;p46;w363;2;1;JRip;freq;smart;simple;0.99;>0;0.894790232;0.79192618;352;132.27
o2;p47;w372;2;1;knn;freq;smart;simple;0.98;none;0.742070586;0.635507267;603;493.16
o2;p47;w369;2;1;nnet;freq;smart;simple;0.98;none;0.789018693;0.702680549;603;103.08
o2;p47;w375;2;1;svmLinear2;freq;smart;simple;0.98;none;0.867950625;0.742410874;603;517.64
o2;p47;w370;2;1;J48;freq;smart;simple;0.98;none;0.87598687;0.776525867;603;124.07
o2;p47;w374;2;1;lda;freq;smart;simple;0.98;none;0.873834172;0.788392551;603;61.3
o2;p47;w373;2;1;C5.0Tree;freq;smart;simple;0.98;none;0.888762183;0.795827761;603;82.92
o2;p47;w376;2;1;ranger;freq;smart;simple;0.98;none;0.891919308;0.783455901;603;178.83
o2;p47;w371;2;1;JRip;freq;smart;simple;0.98;none;0.885891012;0.783062338;603;139.11
o2;p48;w380;2;1;knn;freq;smart;simple;0.98;>0;0.809101474;0.7263029;202;75.06
o2;p48;w377;2;1;nnet;freq;smart;simple;0.98;>0;0.876700561;0.790744609;202;62.03
o2;p48;w383;2;1;svmLinear2;freq;smart;simple;0.98;>0;0.90182378;0.79540264;202;151.84
o2;p48;w378;2;1;J48;freq;smart;simple;0.98;>0;0.885030345;0.794092116;202;76.47
o2;p48;w382;2;1;lda;freq;smart;simple;0.98;>0;0.887901186;0.803251641;202;55.02
o2;p48;w381;2;1;C5.0Tree;freq;smart;simple;0.98;>0;0.886178368;0.799174338;202;62.4
o2;p48;w384;2;1;ranger;freq;smart;simple;0.98;>0;0.89478982;0.793451328;202;122.47
o2;p48;w379;2;1;JRip;freq;smart;simple;0.98;>0;0.89191972;0.797263718;202;88.91
o2;p5;w36;2;1;knn;tf_idf;none;simple;0.99;none;0.78900707;0.662265858;1288;1101.39
o2;p5;w33;2;1;nnet;tf_idf;none;simple;0.99;none;0.835652653;0.733812375;1288;180.98
o2;p5;w39;2;1;svmLinear2;tf_idf;none;simple;0.99;none;0.818575653;0.704026589;1288;415.71
o2;p5;w34;2;1;J48;tf_idf;none;simple;0.99;none;0.878139897;0.762599834;1288;282.28
o2;p5;w38;2;1;lda;tf_idf;none;simple;0.99;none;0.873403962;0.778670872;1288;98.73
o2;p5;w37;2;1;C5.0Tree;tf_idf;none;simple;0.99;none;0.896799829;0.782176639;1288;237.48
o2;p5;w40;2;1;ranger;tf_idf;none;simple;0.99;none;0.896225776;0.780801051;1288;248.36
o2;p5;w35;2;1;JRip;tf_idf;none;simple;0.99;none;0.890053637;0.770571436;1288;319.25
o2;p6;w44;2;1;knn;tf_idf;none;simple;0.99;>0;0.798766792;0.690996619;391;329.43
o2;p6;w41;2;1;nnet;tf_idf;none;simple;0.99;>0;0.891345997;0.80290995;391;65.34
o2;p6;w47;2;1;svmLinear2;tf_idf;none;simple;0.99;>0;0.900101539;0.78185415;391;279.66
o2;p6;w42;2;1;J48;tf_idf;none;simple;0.99;>0;0.888329994;0.786470432;391;130.52
o2;p6;w46;2;1;lda;tf_idf;none;simple;0.99;>0;0.900101457;0.81149448;391;63.13
o2;p6;w45;2;1;C5.0Tree;tf_idf;none;simple;0.99;>0;0.898521987;0.797544062;391;117.75
o2;p6;w48;2;1;ranger;tf_idf;none;simple;0.99;>0;0.898379051;0.790158783;391;169.75
o2;p6;w43;2;1;JRip;tf_idf;none;simple;0.99;>0;0.895221183;0.794234978;391;120.02
o2;p7;w52;2;1;knn;tf_idf;none;simple;0.98;none;0.783983531;0.668572166;746;583.91
o2;p7;w49;2;1;nnet;tf_idf;none;simple;0.98;none;0.836801748;0.74524038;746;103.05
o2;p7;w55;2;1;svmLinear2;tf_idf;none;simple;0.98;none;0.858619464;0.732219579;746;583.95
o2;p7;w50;2;1;J48;tf_idf;none;simple;0.98;none;0.864648173;0.765511398;746;130.47
o2;p7;w54;2;1;lda;tf_idf;none;simple;0.98;none;0.879288498;0.797289349;746;50.19
o2;p7;w53;2;1;C5.0Tree;tf_idf;none;simple;0.98;none;0.89148951;0.787422481;746;143.33
o2;p7;w56;2;1;ranger;tf_idf;none;simple;0.98;none;0.891345832;0.782748572;746;180.7
o2;p7;w51;2;1;JRip;tf_idf;none;simple;0.98;none;0.882733969;0.778871815;746;149.47
o2;p8;w60;2;1;knn;tf_idf;none;simple;0.98;>0;0.79302511;0.712091209;233;74.14
o2;p8;w57;2;1;nnet;tf_idf;none;simple;0.98;>0;0.812220516;0.740208996;233;41
o2;p8;w63;2;1;svmLinear2;tf_idf;none;simple;0.98;>0;0.900531502;0.790596435;233;182.71
o2;p8;w58;2;1;J48;tf_idf;none;simple;0.98;>0;0.880580281;0.793267075;233;65.16
o2;p8;w62;2;1;lda;tf_idf;none;simple;0.98;>0;0.892780552;0.814149357;233;39.96
o2;p8;w61;2;1;C5.0Tree;tf_idf;none;simple;0.98;>0;0.893068238;0.803345578;233;69.07
o2;p8;w64;2;1;ranger;tf_idf;none;simple;0.98;>0;0.892924725;0.792710924;233;116.95
o2;p8;w59;2;1;JRip;tf_idf;none;simple;0.98;>0;0.87885532;0.790652354;233;68.75
o2;p9;w68;2;1;knn;tf_idf;default;none;0.99;none;0.77106388;0.646378868;1350;1159.12
o2;p9;w65;2;1;nnet;tf_idf;default;none;0.99;none;0.832067625;0.722015894;1350;291.39
o2;p9;w71;2;1;svmLinear2;tf_idf;default;none;0.99;none;0.816565974;0.702414255;1350;412.97
o2;p9;w66;2;1;J48;tf_idf;default;none;0.99;none;0.882017309;0.764282343;1350;308.27
o2;p9;w70;2;1;lda;tf_idf;default;none;0.99;none;0.868093396;0.7727404;1350;105.03
o2;p9;w69;2;1;C5.0Tree;tf_idf;default;none;0.99;none;0.89866616;0.783301986;1350;243.65
o2;p9;w72;2;1;ranger;tf_idf;default;none;0.99;none;0.897660743;0.780450645;1350;269.57
o2;p9;w67;2;1;JRip;tf_idf;default;none;0.99;none;0.894502793;0.776065771;1350;293.31
o20;p1;w4;3;1;knn;tf_idf;none;none;0.99;none;0.624386572;0.569798857;1466;38.84
o20;p1;w8;3;1;ranger;tf_idf;none;none;0.99;none;0.825205103;0.756539907;1466;32.3
o20;p1;w1;3;1;nnet;tf_idf;none;none;0.99;none;0.653891314;0.595039551;1466;43.49
o20;p1;w6;3;1;lda;tf_idf;none;none;0.99;none;0.654540494;0.597285813;1466;38.92
o20;p1;w3;3;1;JRip;tf_idf;none;none;0.99;none;0.758051709;0.685029104;1466;57.49
o20;p1;w7;3;1;svmLinear2;tf_idf;none;none;0.99;none;0.803972226;0.729986059;1466;47.54
o20;p1;w5;3;1;C5.0Tree;tf_idf;none;none;0.99;none;0.72375621;0.656511802;1466;49.43
o20;p1;w2;3;1;J48;tf_idf;none;none;0.99;none;0.722382583;0.658006327;1466;41.83
o20;p10;w76;3;1;knn;tf_idf;default;none;0.99;>0;0.706647975;0.658669817;228;16.65
o20;p10;w80;3;1;ranger;tf_idf;default;none;0.99;>0;0.840292413;0.776637973;228;23.36
o20;p10;w73;3;1;nnet;tf_idf;default;none;0.99;>0;0.769667319;0.717324473;228;16.73
o20;p10;w78;3;1;lda;tf_idf;default;none;0.99;>0;0.862232801;0.802864127;228;17.35
o20;p10;w75;3;1;JRip;tf_idf;default;none;0.99;>0;0.785462141;0.727034172;228;22.02
o20;p10;w79;3;1;svmLinear2;tf_idf;default;none;0.99;>0;0.789566085;0.734372778;228;18.15
o20;p10;w77;3;1;C5.0Tree;tf_idf;default;none;0.99;>0;0.779960108;0.721875968;228;22.1
o20;p10;w74;3;1;J48;tf_idf;default;none;0.99;>0;0.775846756;0.721375528;228;18.39
o20;p11;w84;3;1;knn;tf_idf;default;none;0.98;none;0.589436249;0.546754431;678;20.22
o20;p11;w88;3;1;ranger;tf_idf;default;none;0.98;none;0.82451829;0.764448696;678;20.61
o20;p11;w81;3;1;nnet;tf_idf;default;none;0.98;none;0.580550956;0.540239016;678;17.79
o20;p11;w86;3;1;lda;tf_idf;default;none;0.98;none;0.650440313;0.608025233;678;14.84
o20;p11;w83;3;1;JRip;tf_idf;default;none;0.98;none;0.779971398;0.719386212;678;25.39
o20;p11;w87;3;1;svmLinear2;tf_idf;default;none;0.98;none;0.743641803;0.68968326;678;20.35
o20;p11;w85;3;1;C5.0Tree;tf_idf;default;none;0.98;none;0.730605525;0.674048442;678;25.1
o20;p11;w82;3;1;J48;tf_idf;default;none;0.98;none;0.739524688;0.688905366;678;17.05
o20;p12;w92;3;1;knn;tf_idf;default;none;0.98;>0;0.647698705;0.612809715;155;9.16
o20;p12;w96;3;1;ranger;tf_idf;default;none;0.98;>0;0.827958001;0.772914727;155;15.67
o20;p12;w89;3;1;nnet;tf_idf;default;none;0.98;>0;0.72449571;0.684105412;155;9.92
o20;p12;w94;3;1;lda;tf_idf;default;none;0.98;>0;0.82385782;0.776621454;155;10.61
o20;p12;w91;3;1;JRip;tf_idf;default;none;0.98;>0;0.766270887;0.719167516;155;12.65
o20;p12;w95;3;1;svmLinear2;tf_idf;default;none;0.98;>0;0.756666792;0.710652105;155;12.3
o20;p12;w93;3;1;C5.0Tree;tf_idf;default;none;0.98;>0;0.750483592;0.702973654;155;13.68
o20;p12;w90;3;1;J48;tf_idf;default;none;0.98;>0;0.751879798;0.708195483;155;10.96
o20;p13;w100;3;1;knn;tf_idf;default;simple;0.99;none;0.648394927;0.592681028;1241;36.37
o20;p13;w104;3;1;ranger;tf_idf;default;simple;0.99;none;0.834797908;0.766176588;1241;30.91
o20;p13;w97;3;1;nnet;tf_idf;default;simple;0.99;none;0.664165287;0.607481008;1241;35.46
o20;p13;w102;3;1;lda;tf_idf;default;simple;0.99;none;0.544200662;0.498821646;1241;32.55
o20;p13;w99;3;1;JRip;tf_idf;default;simple;0.99;none;0.77998457;0.706842249;1241;51.35
o20;p13;w103;3;1;svmLinear2;tf_idf;default;simple;0.99;none;0.820414346;0.747324181;1241;41.78
o20;p13;w101;3;1;C5.0Tree;tf_idf;default;simple;0.99;none;0.750508054;0.682886129;1241;43.68
o20;p13;w98;3;1;J48;tf_idf;default;simple;0.99;none;0.740919012;0.678708957;1241;33.38
o20;p14;w108;3;1;knn;tf_idf;default;simple;0.99;>0;0.742958754;0.694209065;96;15.1
o20;p14;w112;3;1;ranger;tf_idf;default;simple;0.99;>0;0.83686211;0.776292691;96;20.19
o20;p14;w105;3;1;nnet;tf_idf;default;simple;0.99;>0;0.770372949;0.719032216;96;15.78
o20;p14;w110;3;1;lda;tf_idf;default;simple;0.99;>0;0.847139846;0.790298593;96;16.09
o20;p14;w107;3;1;JRip;tf_idf;default;simple;0.99;>0;0.78751129;0.733672016;96;16.99
o20;p14;w111;3;1;svmLinear2;tf_idf;default;simple;0.99;>0;0.810146018;0.755323132;96;16.49
o20;p14;w109;3;1;C5.0Tree;tf_idf;default;simple;0.99;>0;0.804657158;0.748741828;96;17.83
o20;p14;w106;3;1;J48;tf_idf;default;simple;0.99;>0;0.802591073;0.748393231;96;16.39
o20;p15;w116;3;1;knn;tf_idf;default;simple;0.98;none;0.629871669;0.583224258;681;21.71
o20;p15;w120;3;1;ranger;tf_idf;default;simple;0.98;none;0.833429926;0.771867917;681;21.53
o20;p15;w113;3;1;nnet;tf_idf;default;simple;0.98;none;0.620958151;0.576928644;681;18.95
o20;p15;w118;3;1;lda;tf_idf;default;simple;0.98;none;0.669629685;0.624640853;681;16.15
o20;p15;w115;3;1;JRip;tf_idf;default;simple;0.98;none;0.79437754;0.731212554;681;27.5
o20;p15;w119;3;1;svmLinear2;tf_idf;default;simple;0.98;none;0.755308219;0.699258774;681;21.85
o20;p15;w117;3;1;C5.0Tree;tf_idf;default;simple;0.98;none;0.740224673;0.682029116;681;26.45
o20;p15;w114;3;1;J48;tf_idf;default;simple;0.98;none;0.743656857;0.691931973;681;17.88
o20;p16;w124;3;1;knn;tf_idf;default;simple;0.98;>0;0.70664233;0.666205251;168;10.56
o20;p16;w128;3;1;ranger;tf_idf;default;simple;0.98;>0;0.834805434;0.777778663;168;16.95
o20;p16;w121;3;1;nnet;tf_idf;default;simple;0.98;>0;0.777233554;0.731340123;168;11.41
o20;p16;w126;3;1;lda;tf_idf;default;simple;0.98;>0;0.834818606;0.785285485;168;11.55
o20;p16;w123;3;1;JRip;tf_idf;default;simple;0.98;>0;0.793685082;0.741891582;168;14.87
o20;p16;w127;3;1;svmLinear2;tf_idf;default;simple;0.98;>0;0.778618471;0.730103844;168;13.11
o20;p16;w125;3;1;C5.0Tree;tf_idf;default;simple;0.98;>0;0.762153771;0.711852301;168;15.35
o20;p16;w122;3;1;J48;tf_idf;default;simple;0.98;>0;0.760104621;0.713607346;168;12.49
o20;p17;w132;3;1;knn;tf_idf;smart;none;0.99;none;0.618235361;0.56476392;1267;37.28
o20;p17;w136;3;1;ranger;tf_idf;smart;none;0.99;none;0.835490366;0.765140231;1267;33.73
o20;p17;w129;3;1;nnet;tf_idf;smart;none;0.99;none;0.643579708;0.586278745;1267;41.68
o20;p17;w134;3;1;lda;tf_idf;smart;none;0.99;none;0.576420668;0.526978437;1267;36.13
o20;p17;w131;3;1;JRip;tf_idf;smart;none;0.99;none;0.772465377;0.697619754;1267;58.94
o20;p17;w135;3;1;svmLinear2;tf_idf;smart;none;0.99;none;0.795058708;0.723266061;1267;44.06
o20;p17;w133;3;1;C5.0Tree;tf_idf;smart;none;0.99;none;0.760780145;0.690958723;1267;47.02
o20;p17;w130;3;1;J48;tf_idf;smart;none;0.99;none;0.747753274;0.683328988;1267;36.74
o20;p18;w140;3;1;knn;tf_idf;smart;none;0.99;>0;0.715567138;0.665703201;231;17.98
o20;p18;w144;3;1;ranger;tf_idf;smart;none;0.99;>0;0.836865874;0.772652956;231;24.37
o20;p18;w137;3;1;nnet;tf_idf;smart;none;0.99;>0;0.775890035;0.721792444;231;18.01
o20;p18;w142;3;1;lda;tf_idf;smart;none;0.99;>0;0.867023559;0.805900465;231;18.62
o20;p18;w139;3;1;JRip;tf_idf;smart;none;0.99;>0;0.784796026;0.725206409;231;23.54
o20;p18;w143;3;1;svmLinear2;tf_idf;smart;none;0.99;>0;0.793002032;0.73619028;231;19.56
o20;p18;w141;3;1;C5.0Tree;tf_idf;smart;none;0.99;>0;0.787505645;0.72777998;231;23.45
o20;p18;w138;3;1;J48;tf_idf;smart;none;0.99;>0;0.790264188;0.733499174;231;19.72
o20;p19;w148;3;1;knn;tf_idf;smart;none;0.98;none;0.603853681;0.559598106;596;21
o20;p19;w152;3;1;ranger;tf_idf;smart;none;0.98;none;0.828639169;0.767121713;596;21.88
o20;p19;w145;3;1;nnet;tf_idf;smart;none;0.98;none;0.575073386;0.535749835;596;17
o20;p19;w150;3;1;lda;tf_idf;smart;none;0.98;none;0.692247479;0.646889627;596;15.04
o20;p19;w147;3;1;JRip;tf_idf;smart;none;0.98;none;0.772439034;0.711710823;596;26.45
o20;p19;w151;3;1;svmLinear2;tf_idf;smart;none;0.98;none;0.741588891;0.687737113;596;20.4
o20;p19;w149;3;1;C5.0Tree;tf_idf;smart;none;0.98;none;0.756668674;0.697976215;596;25.27
o20;p19;w146;3;1;J48;tf_idf;smart;none;0.98;none;0.754613879;0.702413973;596;17.59
o20;p2;w12;3;1;knn;tf_idf;none;none;0.99;>0;0.731331853;0.682335437;240;16.02
o20;p2;w16;3;1;ranger;tf_idf;none;none;0.99;>0;0.839609363;0.777004154;240;22.19
o20;p2;w9;3;1;nnet;tf_idf;none;none;0.99;>0;0.74155502;0.692134829;240;15.78
o20;p2;w14;3;1;lda;tf_idf;none;none;0.99;>0;0.862234683;0.803886937;240;16.49
o20;p2;w11;3;1;JRip;tf_idf;none;none;0.99;>0;0.779999624;0.721986193;240;22.01
o20;p2;w15;3;1;svmLinear2;tf_idf;none;none;0.99;>0;0.793011441;0.738419617;240;17.34
o20;p2;w13;3;1;C5.0Tree;tf_idf;none;none;0.99;>0;0.755291284;0.699484815;240;21.55
o20;p2;w10;3;1;J48;tf_idf;none;none;0.99;>0;0.750485473;0.698452419;240;17.71
o20;p20;w156;3;1;knn;tf_idf;smart;none;0.98;>0;0.664820111;0.625882925;157;11.18
o20;p20;w160;3;1;ranger;tf_idf;smart;none;0.98;>0;0.830697727;0.773092445;157;17.72
o20;p20;w153;3;1;nnet;tf_idf;smart;none;0.98;>0;0.757351724;0.711631128;157;12.07
o20;p20;w158;3;1;lda;tf_idf;smart;none;0.98;>0;0.821110568;0.77111431;157;12.34
o20;p20;w155;3;1;JRip;tf_idf;smart;none;0.98;>0;0.760793316;0.710593212;157;15.34
o20;p20;w159;3;1;svmLinear2;tf_idf;smart;none;0.98;>0;0.76011403;0.711659382;157;13.94
o20;p20;w157;3;1;C5.0Tree;tf_idf;smart;none;0.98;>0;0.775191931;0.723668134;157;15.66
o20;p20;w154;3;1;J48;tf_idf;smart;none;0.98;>0;0.755293166;0.708326705;157;13.04
o20;p21;w164;3;1;knn;tf_idf;smart;simple;0.99;none;0.642234307;0.58748818;1139;35.3
o20;p21;w168;3;1;ranger;tf_idf;smart;simple;0.99;none;0.843705781;0.773717914;1139;31.94
o20;p21;w161;3;1;nnet;tf_idf;smart;simple;0.99;none;0.624403507;0.571438661;1139;34.66
o20;p21;w166;3;1;lda;tf_idf;smart;simple;0.99;none;0.487347584;0.44670249;1139;32.57
o20;p21;w163;3;1;JRip;tf_idf;smart;simple;0.99;none;0.799162652;0.726303747;1139;45.78
o20;p21;w167;3;1;svmLinear2;tf_idf;smart;simple;0.99;none;0.816304757;0.74431159;1139;40.17
o20;p21;w165;3;1;C5.0Tree;tf_idf;smart;simple;0.99;none;0.749141954;0.681780228;1139;43.33
o20;p21;w162;3;1;J48;tf_idf;smart;simple;0.99;none;0.753932711;0.690568026;1139;33.5
o20;p22;w172;3;1;knn;tf_idf;smart;simple;0.99;>0;0.749125019;0.698241909;96;16.67
o20;p22;w176;3;1;ranger;tf_idf;smart;simple;0.99;>0;0.83343369;0.771862443;96;21.54
o20;p22;w169;3;1;nnet;tf_idf;smart;simple;0.99;>0;0.786811305;0.732709796;96;17.28
o20;p22;w174;3;1;lda;tf_idf;smart;simple;0.99;>0;0.847141728;0.788485316;96;17.64
o20;p22;w171;3;1;JRip;tf_idf;smart;simple;0.99;>0;0.787518817;0.731193579;96;19.46
o20;p22;w175;3;1;svmLinear2;tf_idf;smart;simple;0.99;>0;0.80877051;0.752234749;96;18.15
o20;p22;w173;3;1;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.795053063;0.738188957;96;19.46
o20;p22;w170;3;1;J48;tf_idf;smart;simple;0.99;>0;0.795056827;0.73964341;96;17.99
o20;p23;w180;3;1;knn;tf_idf;smart;simple;0.98;none;0.640147524;0.592137487;605;22.61
o20;p23;w184;3;1;ranger;tf_idf;smart;simple;0.98;none;0.840284886;0.777059719;605;22.85
o20;p23;w177;3;1;nnet;tf_idf;smart;simple;0.98;none;0.609306789;0.56582983;605;19.32
o20;p23;w182;3;1;lda;tf_idf;smart;simple;0.98;none;0.700472302;0.652583566;605;16.99
o20;p23;w179;3;1;JRip;tf_idf;smart;simple;0.98;none;0.788883035;0.727145954;605;26.04
o20;p23;w183;3;1;svmLinear2;tf_idf;smart;simple;0.98;none;0.761472603;0.704893274;605;21.94
o20;p23;w181;3;1;C5.0Tree;tf_idf;smart;simple;0.98;none;0.746396583;0.687477;605;26.82
o20;p23;w178;3;1;J48;tf_idf;smart;simple;0.98;none;0.749140072;0.695802771;605;19.19
o20;p24;w188;3;1;knn;tf_idf;smart;simple;0.98;>0;0.688820939;0.646555331;167;12.59
o20;p24;w192;3;1;ranger;tf_idf;smart;simple;0.98;>0;0.836858347;0.776618871;167;19.85
o20;p24;w185;3;1;nnet;tf_idf;smart;simple;0.98;>0;0.782752521;0.733442599;167;13.5
o20;p24;w190;3;1;lda;tf_idf;smart;simple;0.98;>0;0.831399594;0.77911188;167;13.44
o20;p24;w187;3;1;JRip;tf_idf;smart;simple;0.98;>0;0.781369487;0.728604709;167;16.39
o20;p24;w191;3;1;svmLinear2;tf_idf;smart;simple;0.98;>0;0.781369487;0.729169258;167;15.89
o20;p24;w189;3;1;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.771754102;0.718677539;167;17.29
o20;p24;w186;3;1;J48;tf_idf;smart;simple;0.98;>0;0.774503236;0.724355333;167;14.55
o20;p25;w196;3;1;knn;freq;none;none;0.99;none;0.511990065;0.467425921;1466;38.19
o20;p25;w200;3;1;ranger;freq;none;none;0.99;none;0.829318456;0.760963781;1466;31.21
o20;p25;w193;3;1;nnet;freq;none;none;0.99;none;0.57783381;0.522849999;1466;54.58
o20;p25;w198;3;1;lda;freq;none;none;0.99;none;0.588734382;0.536484915;1466;41.16
o20;p25;w195;3;1;JRip;freq;none;none;0.99;none;0.788203748;0.712094826;1466;58.08
o20;p25;w199;3;1;svmLinear2;freq;none;none;0.99;none;0.796436098;0.724622149;1466;43.81
o20;p25;w197;3;1;C5.0Tree;freq;none;none;0.99;none;0.756685609;0.699827395;1466;22.75
o20;p25;w194;3;1;J48;freq;none;none;0.99;none;0.757368659;0.691035143;1466;39.11
o20;p26;w204;3;1;knn;freq;none;none;0.99;>0;0.596300617;0.557444176;206;14.81
o20;p26;w208;3;1;ranger;freq;none;none;0.99;>0;0.843030257;0.781545737;206;20.68
o20;p26;w201;3;1;nnet;freq;none;none;0.99;>0;0.710095213;0.662792644;206;15.76
o20;p26;w206;3;1;lda;freq;none;none;0.99;>0;0.864283833;0.807084732;206;15.47
o20;p26;w203;3;1;JRip;freq;none;none;0.99;>0;0.79434367;0.737145965;206;19.87
o20;p26;w207;3;1;svmLinear2;freq;none;none;0.99;>0;0.799851347;0.745344717;206;16.83
o20;p26;w205;3;1;C5.0Tree;freq;none;none;0.99;>0;0.792305811;0.738825071;206;16.37
o20;p26;w202;3;1;J48;freq;none;none;0.99;>0;0.787505645;0.733916793;206;16.76
o20;p27;w212;3;1;knn;freq;none;none;0.98;none;0.525686813;0.487748459;741;20.01
o20;p27;w216;3;1;ranger;freq;none;none;0.98;none;0.827267424;0.767241018;741;20.35
o20;p27;w209;3;1;nnet;freq;none;none;0.98;none;0.617524086;0.570241102;741;24.2
o20;p27;w214;3;1;lda;freq;none;none;0.98;none;0.616839154;0.577538515;741;13.92
o20;p27;w211;3;1;JRip;freq;none;none;0.98;none;0.782039365;0.720761901;741;26.15
o20;p27;w215;3;1;svmLinear2;freq;none;none;0.98;none;0.758040418;0.70324566;741;20.11
o20;p27;w213;3;1;C5.0Tree;freq;none;none;0.98;none;0.729956345;0.685734036;741;12.18
o20;p27;w210;3;1;J48;freq;none;none;0.98;none;0.730641277;0.680600098;741;17.08
o20;p28;w220;3;1;knn;freq;none;none;0.98;>0;0.575052687;0.54580285;147;8.07
o20;p28;w224;3;1;ranger;freq;none;none;0.98;>0;0.827948593;0.775520507;147;13.69
o20;p28;w217;3;1;nnet;freq;none;none;0.98;>0;0.612048397;0.579127243;147;9.13
o20;p28;w222;3;1;lda;freq;none;none;0.98;>0;0.823155954;0.778922348;147;9.11
o20;p28;w219;3;1;JRip;freq;none;none;0.98;>0;0.777924131;0.732167222;147;11.3
o20;p28;w223;3;1;svmLinear2;freq;none;none;0.98;>0;0.767642631;0.722911042;147;11.04
o20;p28;w221;3;1;C5.0Tree;freq;none;none;0.98;>0;0.775182523;0.73275853;147;9.5
o20;p28;w218;3;1;J48;freq;none;none;0.98;>0;0.774488183;0.731683294;147;9.72
o20;p29;w228;3;1;knn;freq;none;simple;0.99;none;0.54831966;0.501628954;1308;35.16
o20;p29;w232;3;1;ranger;freq;none;simple;0.99;none;0.83891126;0.770463131;1308;30.1
o20;p29;w225;3;1;nnet;freq;none;simple;0.99;none;0.590830574;0.535903841;1308;49.55
o20;p29;w230;3;1;lda;freq;none;simple;0.99;none;0.515424131;0.472136782;1308;33.41
o20;p29;w227;3;1;JRip;freq;none;simple;0.99;none;0.785445205;0.712318565;1308;49.85
o20;p29;w231;3;1;svmLinear2;freq;none;simple;0.99;none;0.80877051;0.73819633;1308;38.56
o20;p29;w229;3;1;C5.0Tree;freq;none;simple;0.99;none;0.76488597;0.708552319;1308;21.33
o20;p29;w226;3;1;J48;freq;none;simple;0.99;none;0.765576547;0.701009695;1308;33.93
o20;p3;w20;3;1;knn;tf_idf;none;none;0.98;none;0.600412088;0.556894243;741;20.28
