"data";"pstrat";"user.x";"no.terms";"user.y";"workflow";"algorithm";"accuracy"
"o8";"p1";4.64000000000001;1365;216.99;"w4";"knn";0.745836085
"o8";"p1";4.64000000000001;1365;68.38;"w1";"nnet";0.876092156
"o8";"p1";4.64000000000001;1365;104.06;"w5";"C5.0Tree";0.888817595
"o8";"p1";4.64000000000001;1365;93.13;"w2";"J48";0.862461663
"o8";"p1";4.64000000000001;1365;123.42;"w3";"JRip";0.869121726
"o8";"p1";4.64000000000001;1365;78.25;"w8";"ranger";0.936076748
"o8";"p1";4.64000000000001;1365;89.6;"w7";"svmLinear2";0.870647149
"o8";"p10";24.8799999999992;279;5.76;"w78";"lda";0.930626605
"o8";"p10";24.8799999999992;279;25.77;"w76";"knn";0.842472302
"o8";"p10";24.8799999999992;279;5.89;"w73";"nnet";0.903057818
"o8";"p10";24.8799999999992;279;19.52;"w77";"C5.0Tree";0.893965441
"o8";"p10";24.8799999999992;279;12.3;"w74";"J48";0.882154964
"o8";"p10";24.8799999999992;279;25.87;"w75";"JRip";0.891544868
"o8";"p10";24.8799999999992;279;27.36;"w80";"ranger";0.936379412
"o8";"p10";24.8799999999992;279;13.9;"w79";"svmLinear2";0.912754421
"o8";"p11";8.05999999999949;659;15.83;"w86";"lda";0.867000147
"o8";"p11";8.05999999999949;659;97.86;"w84";"knn";0.735231492
"o8";"p11";8.05999999999949;659;26.28;"w81";"nnet";0.753785311
"o8";"p11";8.05999999999949;659;49.56;"w85";"C5.0Tree";0.886088855
"o8";"p11";8.05999999999949;659;31.96;"w82";"J48";0.863070291
"o8";"p11";8.05999999999949;659;60.2;"w83";"JRip";0.881847531
"o8";"p11";8.05999999999949;659;49.21;"w88";"ranger";0.926379778
"o8";"p11";8.05999999999949;659;35.73;"w87";"svmLinear2";0.850648617
"o8";"p12";15.0300000000007;153;3.05;"w94";"lda";0.908810991
"o8";"p12";15.0300000000007;153;3.2;"w92";"knn";0.832175875
"o8";"p12";15.0300000000007;153;3.38;"w89";"nnet";0.912449923
"o8";"p12";15.0300000000007;153;10.96;"w93";"C5.0Tree";0.890934771
"o8";"p12";15.0300000000007;153;5.83;"w90";"J48";0.885487196
"o8";"p12";15.0300000000007;153;12.86;"w91";"JRip";0.882756989
"o8";"p12";15.0300000000007;153;18;"w96";"ranger";0.918807323
"o8";"p12";15.0300000000007;153;10.82;"w95";"svmLinear2";0.91275332
"o8";"p13";11.1399999999994;1161;42.51;"w102";"lda";0.849439431
"o8";"p13";11.1399999999994;1161;177.28;"w100";"knn";0.794607455
"o8";"p13";11.1399999999994;1161;55.82;"w97";"nnet";0.899122459
"o8";"p13";11.1399999999994;1161;88.72;"w101";"C5.0Tree";0.895174628
"o8";"p13";11.1399999999994;1161;74.71;"w98";"J48";0.884576271
"o8";"p13";11.1399999999994;1161;110.53;"w99";"JRip";0.888514198
"o8";"p13";11.1399999999994;1161;69.9;"w104";"ranger";0.936074547
"o8";"p13";11.1399999999994;1161;69.37;"w103";"svmLinear2";0.884274708
"o8";"p14";25.6700000000001;252;4.95;"w110";"lda";0.936684643
"o8";"p14";25.6700000000001;252;19.44;"w108";"knn";0.864279844
"o8";"p14";25.6700000000001;252;4.87;"w105";"nnet";0.922751486
"o8";"p14";25.6700000000001;252;17.6;"w109";"C5.0Tree";0.899418152
"o8";"p14";25.6700000000001;252;11.69;"w106";"J48";0.896091056
"o8";"p14";25.6700000000001;252;20.39;"w107";"JRip";0.898816861
"o8";"p14";25.6700000000001;252;24.38;"w112";"ranger";0.940013574
"o8";"p14";25.6700000000001;252;12.16;"w111";"svmLinear2";0.914872698
"o8";"p15";11.0400000000009;646;15.86;"w118";"lda";0.874583608
"o8";"p15";11.0400000000009;646;95.64;"w116";"knn";0.771276689
"o8";"p15";11.0400000000009;646;25.27;"w113";"nnet";0.866403258
"o8";"p15";11.0400000000009;646;49.53;"w117";"C5.0Tree";0.89851273
"o8";"p15";11.0400000000009;646;31.5;"w114";"J48";0.875794262
"o8";"p15";11.0400000000009;646;56.25;"w115";"JRip";0.892150928
"o8";"p15";11.0400000000009;646;46.81;"w120";"ranger";0.930319539
"o8";"p15";11.0400000000009;646;33.15;"w119";"svmLinear2";0.853379191
"o8";"p16";17.8899999999994;147;3.22;"w126";"lda";0.916083719
"o8";"p16";17.8899999999994;147;3;"w124";"knn";0.843983051
"o8";"p16";17.8899999999994;147;3.29;"w121";"nnet";0.923355712
"o8";"p16";17.8899999999994;147;12.74;"w125";"C5.0Tree";0.901539731
"o8";"p16";17.8899999999994;147;5.5;"w122";"J48";0.89790777
"o8";"p16";17.8899999999994;147;10.7;"w123";"JRip";0.893058185
"o8";"p16";17.8899999999994;147;16.93;"w128";"ranger";0.927290337
"o8";"p16";17.8899999999994;147;10.27;"w127";"svmLinear2";0.919115122
"o8";"p17";14.1800000000003;1172;43.25;"w134";"lda";0.846102062
"o8";"p17";14.1800000000003;1172;178.73;"w132";"knn";0.763408174
"o8";"p17";14.1800000000003;1172;59.44;"w129";"nnet";0.898516766
"o8";"p17";14.1800000000003;1172;89.44;"w133";"C5.0Tree";0.888819062
"o8";"p17";14.1800000000003;1172;70.94;"w130";"J48";0.876095825
"o8";"p17";14.1800000000003;1172;125.37;"w131";"JRip";0.886090322
"o8";"p17";14.1800000000003;1172;73.43;"w136";"ranger";0.939409348
"o8";"p17";14.1800000000003;1172;70.48;"w135";"svmLinear2";0.861557341
"o8";"p18";29.7999999999993;270;5.31;"w142";"lda";0.933048279
"o8";"p18";29.7999999999993;270;23.54;"w140";"knn";0.855191503
"o8";"p18";29.7999999999993;270;5.2;"w137";"nnet";0.912146893
"o8";"p18";29.7999999999993;270;19.26;"w141";"C5.0Tree";0.891242571
"o8";"p18";29.7999999999993;270;12.13;"w138";"J48";0.887908871
"o8";"p18";29.7999999999993;270;22.83;"w139";"JRip";0.883969477
"o8";"p18";29.7999999999993;270;27.12;"w144";"ranger";0.93789493
"o8";"p18";29.7999999999993;270;13.14;"w143";"svmLinear2";0.916691613
"o8";"p19";14.1999999999989;580;14.11;"w150";"lda";0.873365617
"o8";"p19";14.1999999999989;580;85.89;"w148";"knn";0.746736738
"o8";"p19";14.1999999999989;580;17.05;"w145";"nnet";0.762473402
"o8";"p19";14.1999999999989;580;43;"w149";"C5.0Tree";0.889423289
"o8";"p19";14.1999999999989;580;27.19;"w146";"J48";0.861552939
"o8";"p19";14.1999999999989;580;48.35;"w147";"JRip";0.880333113
"o8";"p19";14.1999999999989;580;46.2;"w152";"ranger";0.926077115
"o8";"p19";14.1999999999989;580;32.7;"w151";"svmLinear2";0.841863306
"o8";"p2";22.9399999999999;277;5.29;"w14";"lda";0.932747817
"o8";"p2";22.9399999999999;277;25.07;"w12";"knn";0.838226209
"o8";"p2";22.9399999999999;277;5.78;"w9";"nnet";0.917600704
"o8";"p2";22.9399999999999;277;19.72;"w13";"C5.0Tree";0.893360481
"o8";"p2";22.9399999999999;277;12.03;"w10";"J48";0.882457627
"o8";"p2";22.9399999999999;277;18.99;"w11";"JRip";0.882460929
"o8";"p2";22.9399999999999;277;26.95;"w16";"ranger";0.934865727
"o8";"p2";22.9399999999999;277;13.62;"w15";"svmLinear2";0.914268472
"o8";"p20";20.2199999999993;146;2.78;"w158";"lda";0.910023479
"o8";"p20";20.2199999999993;146;3;"w156";"knn";0.843988187
"o8";"p20";20.2199999999993;146;2.88;"w153";"nnet";0.814874165
"o8";"p20";20.2199999999993;146;10.58;"w157";"C5.0Tree";0.891846797
"o8";"p20";20.2199999999993;146;5.5;"w154";"J48";0.8882108
"o8";"p20";20.2199999999993;146;11.77;"w155";"JRip";0.883363416
"o8";"p20";20.2199999999993;146;17.56;"w160";"ranger";0.920018343
"o8";"p20";20.2199999999993;146;10;"w159";"svmLinear2";0.920022379
"o8";"p21";17.2099999999991;1070;38.11;"w166";"lda";0.859739159
"o8";"p21";17.2099999999991;1070;165.02;"w164";"knn";0.797028762
"o8";"p21";17.2099999999991;1070;38.91;"w161";"nnet";0.902764326
"o8";"p21";17.2099999999991;1070;80.83;"w165";"C5.0Tree";0.896992809
"o8";"p21";17.2099999999991;1070;66.55;"w162";"J48";0.877306479
"o8";"p21";17.2099999999991;1070;91.65;"w163";"JRip";0.883360481
"o8";"p21";17.2099999999991;1070;65.69;"w168";"ranger";0.940013207
"o8";"p21";17.2099999999991;1070;62.15;"w167";"svmLinear2";0.883063688
"o8";"p22";30.2200000000012;248;5.06;"w174";"lda";0.935169492
"o8";"p22";30.2200000000012;248;18.5;"w172";"knn";0.863369653
"o8";"p22";30.2200000000012;248;4.81;"w169";"nnet";0.92396214
"o8";"p22";30.2200000000012;248;17.72;"w173";"C5.0Tree";0.89851163
"o8";"p22";30.2200000000012;248;10.24;"w170";"J48";0.900932203
"o8";"p22";30.2200000000012;248;19.95;"w171";"JRip";0.89790777
"o8";"p22";30.2200000000012;248;24.54;"w176";"ranger";0.939408981
"o8";"p22";30.2200000000012;248;11.84;"w175";"svmLinear2";0.913964708
"o8";"p23";17.1599999999999;576;14.22;"w182";"lda";0.879426957
"o8";"p23";17.1599999999999;576;85.39;"w180";"knn";0.784907917
"o8";"p23";17.1599999999999;576;22.34;"w177";"nnet";0.875488664
"o8";"p23";17.1599999999999;576;43.45;"w181";"C5.0Tree";0.896693081
"o8";"p23";17.1599999999999;576;27.63;"w178";"J48";0.877004182
"o8";"p23";17.1599999999999;576;45.29;"w179";"JRip";0.885179397
"o8";"p23";17.1599999999999;576;43.86;"w184";"ranger";0.930925967
"o8";"p23";17.1599999999999;576;29.93;"w183";"svmLinear2";0.860953848
"o8";"p24";23.5800000000017;143;2.81;"w190";"lda";0.917900433
"o8";"p24";23.5800000000017;143;2.89;"w188";"knn";0.85337589
"o8";"p24";23.5800000000017;143;3.12;"w185";"nnet";0.916992809
"o8";"p24";23.5800000000017;143;10.41;"w189";"C5.0Tree";0.900026781
"o8";"p24";23.5800000000017;143;5.33;"w186";"J48";0.904267004
"o8";"p24";23.5800000000017;143;10.43;"w187";"JRip";0.899119158
"o8";"p24";23.5800000000017;143;17.34;"w192";"ranger";0.929410815
"o8";"p24";23.5800000000017;143;9.02;"w191";"svmLinear2";0.920323575
"o8";"p25";4.64999999999782;1365;58.39;"w198";"lda";0.796719495
"o8";"p25";4.64999999999782;1365;214.98;"w196";"knn";0.690998973
"o8";"p25";4.64999999999782;1365;98.26;"w193";"nnet";0.853357913
"o8";"p25";4.64999999999782;1365;46.44;"w197";"C5.0Tree";0.892148727
"o8";"p25";4.64999999999782;1365;87.06;"w194";"J48";0.858825666
"o8";"p25";4.64999999999782;1365;141.72;"w195";"JRip";0.887303177
"o8";"p25";4.64999999999782;1365;75.7;"w200";"ranger";0.938196493
"o8";"p25";4.64999999999782;1365;84.03;"w199";"svmLinear2";0.859135667
"o8";"p26";22.8099999999977;249;4.52;"w206";"lda";0.922446254
"o8";"p26";22.8099999999977;249;18.58;"w204";"knn";0.834287182
"o8";"p26";22.8099999999977;249;6.34;"w201";"nnet";0.923358647
"o8";"p26";22.8099999999977;249;7.92;"w205";"C5.0Tree";0.89336415
"o8";"p26";22.8099999999977;249;10.2;"w202";"J48";0.895481327
"o8";"p26";22.8099999999977;249;23.05;"w203";"JRip";0.897908871
"o8";"p26";22.8099999999977;249;23.15;"w208";"ranger";0.938499156
"o8";"p26";22.8099999999977;249;11.61;"w207";"svmLinear2";0.915782156
"o8";"p27";4.63999999999942;722;16.52;"w214";"lda";0.850034485
"o8";"p27";4.63999999999942;722;106.64;"w212";"knn";0.684940568
"o8";"p27";4.63999999999942;722;43.21;"w209";"nnet";0.777905569
"o8";"p27";4.63999999999942;722;24.78;"w213";"C5.0Tree";0.889116223
"o8";"p27";4.63999999999942;722;36.79;"w210";"J48";0.862156431
"o8";"p27";4.63999999999942;722;56.97;"w211";"JRip";0.879120258
"o8";"p27";4.63999999999942;722;62.58;"w216";"ranger";0.924259667
"o8";"p27";4.63999999999942;722;37.87;"w215";"svmLinear2";0.84519187
"o8";"p28";12.369999999999;131;2.94;"w222";"lda";0.906692347
"o8";"p28";12.369999999999;131;2.56;"w220";"knn";0.813689559
"o8";"p28";12.369999999999;131;3.46;"w217";"nnet";0.917903001
"o8";"p28";12.369999999999;131;6.14;"w221";"C5.0Tree";0.89275332
"o8";"p28";12.369999999999;131;4.8;"w218";"J48";0.883667914
"o8";"p28";12.369999999999;131;10.18;"w219";"JRip";0.887909238
"o8";"p28";12.369999999999;131;14.49;"w224";"ranger";0.919716047
"o8";"p28";12.369999999999;131;8.41;"w223";"svmLinear2";0.91729694
"o8";"p29";7.79999999999927;1233;50.13;"w230";"lda";0.817022892
"o8";"p29";7.79999999999927;1233;189.85;"w228";"knn";0.717663438
"o8";"p29";7.79999999999927;1233;85.87;"w225";"nnet";0.895190036
"o8";"p29";7.79999999999927;1233;41.15;"w229";"C5.0Tree";0.903660577
"o8";"p29";7.79999999999927;1233;76.78;"w226";"J48";0.882150194
"o8";"p29";7.79999999999927;1233;127.53;"w227";"JRip";0.89760474
"o8";"p29";7.79999999999927;1233;72.43;"w232";"ranger";0.939710177
"o8";"p29";7.79999999999927;1233;71;"w231";"svmLinear2";0.878521535
"o8";"p3";4.76999999999998;722;17.66;"w22";"lda";0.866091056
"o8";"p3";4.76999999999998;722;106.88;"w20";"knn";0.734320566
"o8";"p3";4.76999999999998;722;37;"w17";"nnet";0.862764326
"o8";"p3";4.76999999999998;722;56.26;"w21";"C5.0Tree";0.884878201
"o8";"p3";4.76999999999998;722;36.31;"w18";"J48";0.860343019
"o8";"p3";4.76999999999998;722;52.68;"w19";"JRip";0.862164502
"o8";"p3";4.76999999999998;722;51.46;"w24";"ranger";0.923655441
"o8";"p3";4.76999999999998;722;39.86;"w23";"svmLinear2";0.847314917
"o8";"p30";23.7000000000007;234;4.42;"w238";"lda";0.930019811
"o8";"p30";23.7000000000007;234;15.22;"w236";"knn";0.847316017
"o8";"p30";23.7000000000007;234;5.59;"w233";"nnet";0.925775185
"o8";"p30";23.7000000000007;234;7.9;"w237";"C5.0Tree";0.90608592
"o8";"p30";23.7000000000007;234;9.4;"w234";"J48";0.905177929
"o8";"p30";23.7000000000007;234;21.09;"w235";"JRip";0.906389317
"o8";"p30";23.7000000000007;234;21.72;"w240";"ranger";0.939711277
"o8";"p30";23.7000000000007;234;10.97;"w239";"svmLinear2";0.922749651
"o8";"p31";7.7400000000016;709;18.04;"w246";"lda";0.855193705
"o8";"p31";7.7400000000016;709;104.72;"w244";"knn";0.704633869
"o8";"p31";7.7400000000016;709;44.11;"w241";"nnet";0.841856703
"o8";"p31";7.7400000000016;709;23.66;"w245";"C5.0Tree";0.905477658
"o8";"p31";7.7400000000016;709;36.82;"w242";"J48";0.885789126
"o8";"p31";7.7400000000016;709;63.22;"w243";"JRip";0.899120258
"o8";"p31";7.7400000000016;709;45.3;"w248";"ranger";0.927594101
"o8";"p31";7.7400000000016;709;36.5;"w247";"svmLinear2";0.855501504
"o8";"p32";15.3899999999994;133;2.61;"w254";"lda";0.912448089
"o8";"p32";15.3899999999994;133;2.53;"w252";"knn";0.822476337
"o8";"p32";15.3899999999994;133;3.66;"w249";"nnet";0.917294372
"o8";"p32";15.3899999999994;133;4.56;"w253";"C5.0Tree";0.906085553
"o8";"p32";15.3899999999994;133;5.22;"w250";"J48";0.906389317
"o8";"p32";15.3899999999994;133;10.05;"w251";"JRip";0.902149094
"o8";"p32";15.3899999999994;133;13.74;"w256";"ranger";0.926986206
"o8";"p32";15.3899999999994;133;8.11;"w255";"svmLinear2";0.922448089
"o8";"p33";8.13999999999942;1291;51.79;"w262";"lda";0.808231345
"o8";"p33";8.13999999999942;1291;199.94;"w260";"knn";0.750983564
"o8";"p33";8.13999999999942;1291;85.17;"w257";"nnet";0.879126862
"o8";"p33";8.13999999999942;1291;43;"w261";"C5.0Tree";0.892148727
"o8";"p33";8.13999999999942;1291;83.36;"w258";"J48";0.857311982
"o8";"p33";8.13999999999942;1291;146.17;"w259";"JRip";0.899119891
"o8";"p33";8.13999999999942;1291;75.3;"w264";"ranger";0.939710911
"o8";"p33";8.13999999999942;1291;76.11;"w263";"svmLinear2";0.856712158
"o8";"p34";25.5400000000009;247;4.47;"w270";"lda";0.923052682
"o8";"p34";25.5400000000009;247;18.17;"w268";"knn";0.843074327
"o8";"p34";25.5400000000009;247;5.8;"w265";"nnet";0.91911182
"o8";"p34";25.5400000000009;247;7.85;"w269";"C5.0Tree";0.894572603
"o8";"p34";25.5400000000009;247;9.75;"w266";"J48";0.898812826
"o8";"p34";25.5400000000009;247;23.76;"w267";"JRip";0.9048771
"o8";"p34";25.5400000000009;247;23.74;"w272";"ranger";0.939105584
"o8";"p34";25.5400000000009;247;11.68;"w271";"svmLinear2";0.91638895
"o8";"p35";8.11999999999898;659;16.69;"w278";"lda";0.853972045
"o8";"p35";8.11999999999898;659;97.47;"w276";"knn";0.738562624
"o8";"p35";8.11999999999898;659;38.78;"w273";"nnet";0.886995378
"o8";"p35";8.11999999999898;659;21.39;"w277";"C5.0Tree";0.88215423
"o8";"p35";8.11999999999898;659;32.53;"w274";"J48";0.869128696
"o8";"p35";8.11999999999898;659;61.68;"w275";"JRip";0.89214836
"o8";"p35";8.11999999999898;659;46.42;"w280";"ranger";0.924564165
"o8";"p35";8.11999999999898;659;36;"w279";"svmLinear2";0.848224008
"o8";"p36";15.2000000000007;130;2.72;"w286";"lda";0.903965074
"o8";"p36";15.2000000000007;130;2.51;"w284";"knn";0.832774231
"o8";"p36";15.2000000000007;130;3.39;"w281";"nnet";0.916687578
"o8";"p36";15.2000000000007;130;4.29;"w285";"C5.0Tree";0.89214726
"o8";"p36";15.2000000000007;130;4.71;"w282";"J48";0.887000514
"o8";"p36";15.2000000000007;130;11.77;"w283";"JRip";0.895180864
"o8";"p36";15.2000000000007;130;14.22;"w288";"ranger";0.921534962
"o8";"p36";15.2000000000007;130;9.07;"w287";"svmLinear2";0.916387116
"o8";"p37";11.0900000000001;1161;40.66;"w294";"lda";0.826716193
"o8";"p37";11.0900000000001;1161;176.09;"w292";"knn";0.739780982
"o8";"p37";11.0900000000001;1161;71.18;"w289";"nnet";0.917294739
"o8";"p37";11.0900000000001;1161;38.53;"w293";"C5.0Tree";0.903661677
"o8";"p37";11.0900000000001;1161;70.42;"w290";"J48";0.888815761
"o8";"p37";11.0900000000001;1161;114.97;"w291";"JRip";0.897298775
"o8";"p37";11.0900000000001;1161;71;"w296";"ranger";0.939407147
"o8";"p37";11.0900000000001;1161;65.94;"w295";"svmLinear2";0.872768362
"o8";"p38";25.9099999999999;231;4.18;"w302";"lda";0.928202363
"o8";"p38";25.9099999999999;231;14.55;"w300";"knn";0.849133832
"o8";"p38";25.9099999999999;231;5.78;"w297";"nnet";0.923353878
"o8";"p38";25.9099999999999;231;7.42;"w301";"C5.0Tree";0.907297307
"o8";"p38";25.9099999999999;231;9.11;"w298";"J48";0.905177196
"o8";"p38";25.9099999999999;231;19.48;"w299";"JRip";0.907299508
"o8";"p38";25.9099999999999;231;21.61;"w304";"ranger";0.939106317
"o8";"p38";25.9099999999999;231;10.81;"w303";"svmLinear2";0.920930736
"o8";"p39";10.9799999999996;646;15.56;"w310";"lda";0.857920244
"o8";"p39";10.9799999999996;646;95.33;"w308";"knn";0.74856189
"o8";"p39";10.9799999999996;646;40.72;"w305";"nnet";0.893966175
"o8";"p39";10.9799999999996;646;21.37;"w309";"C5.0Tree";0.904570768
"o8";"p39";10.9799999999996;646;32.92;"w306";"J48";0.890334948
"o8";"p39";10.9799999999996;646;54.52;"w307";"JRip";0.897906303
"o8";"p39";10.9799999999996;646;43.45;"w312";"ranger";0.931531294
"o8";"p39";10.9799999999996;646;32.4;"w311";"svmLinear2";0.851562477
"o8";"p4";12.3400000000001;152;3.01;"w30";"lda";0.910933671
"o8";"p4";12.3400000000001;152;3.11;"w28";"knn";0.83035806
"o8";"p4";12.3400000000001;152;2.85;"w25";"nnet";0.809542886
"o8";"p4";12.3400000000001;152;11.44;"w29";"C5.0Tree";0.888516032
"o8";"p4";12.3400000000001;152;5.81;"w26";"J48";0.882458728
"o8";"p4";12.3400000000001;152;10.95;"w27";"JRip";0.876700051
"o8";"p4";12.3400000000001;152;17.55;"w32";"ranger";0.92062367
"o8";"p4";12.3400000000001;152;10.76;"w31";"svmLinear2";0.910326877
"o8";"p40";17.7999999999956;130;2.78;"w318";"lda";0.91093257
"o8";"p40";17.7999999999956;130;2.47;"w316";"knn";0.824297087
"o8";"p40";17.7999999999956;130;3.54;"w313";"nnet";0.912747817
"o8";"p40";17.7999999999956;130;4.45;"w317";"C5.0Tree";0.907600704
"o8";"p40";17.7999999999956;130;4.95;"w314";"J48";0.902752586
"o8";"p40";17.7999999999956;130;10.68;"w315";"JRip";0.903663878
"o8";"p40";17.7999999999956;130;13.64;"w320";"ranger";0.928502825
"o8";"p40";17.7999999999956;130;7.92;"w319";"svmLinear2";0.923963974
"o8";"p41";14.2200000000012;1172;40.91;"w326";"lda";0.828830068
"o8";"p41";14.2200000000012;1172;178.96;"w324";"knn";0.75250055
"o8";"p41";14.2200000000012;1172;87.17;"w321";"nnet";0.896995378
"o8";"p41";14.2200000000012;1172;38.78;"w325";"C5.0Tree";0.891846797
"o8";"p41";14.2200000000012;1172;70.17;"w322";"J48";0.86821557
"o8";"p41";14.2200000000012;1172;126.77;"w323";"JRip";0.89760474
"o8";"p41";14.2200000000012;1172;82.21;"w328";"ranger";0.939710177
"o8";"p41";14.2200000000012;1172;66.95;"w327";"svmLinear2";0.850953482
"o8";"p42";29.5299999999988;242;3.31;"w334";"lda";0.923052315
"o8";"p42";29.5299999999988;242;17.04;"w332";"knn";0.846104263
"o8";"p42";29.5299999999988;242;6.19;"w329";"nnet";0.925172793
"o8";"p42";29.5299999999988;242;7.74;"w333";"C5.0Tree";0.887604373
"o8";"p42";29.5299999999988;242;9.29;"w330";"J48";0.893664245
"o8";"p42";29.5299999999988;242;22.11;"w331";"JRip";0.904874899
"o8";"p42";29.5299999999988;242;23.14;"w336";"ranger";0.938802187
"o8";"p42";29.5299999999988;242;11.25;"w335";"svmLinear2";0.922445154
"o8";"p43";14.2199999999939;580;11.76;"w342";"lda";0.852760657
"o8";"p43";14.2199999999939;580;85.76;"w340";"knn";0.747047105
"o8";"p43";14.2199999999939;580;26.96;"w337";"nnet";0.884873432
"o8";"p43";14.2199999999939;580;30.12;"w341";"C5.0Tree";0.889723751
"o8";"p43";14.2199999999939;580;27.86;"w338";"J48";0.869430626
"o8";"p43";14.2199999999939;580;58.11;"w339";"JRip";0.887911439
"o8";"p43";14.2199999999939;580;43.28;"w344";"ranger";0.92698694
"o8";"p43";14.2199999999939;580;33.11;"w343";"svmLinear2";0.837623083
"o8";"p44";20.1699999999983;127;2.75;"w350";"lda";0.904268105
"o8";"p44";20.1699999999983;127;2.45;"w348";"knn";0.840647149
"o8";"p44";20.1699999999983;127;3.7;"w345";"nnet";0.919717147
"o8";"p44";20.1699999999983;127;4.22;"w349";"C5.0Tree";0.891239269
"o8";"p44";20.1699999999983;127;4.72;"w346";"J48";0.884275442
"o8";"p44";20.1699999999983;127;10.74;"w347";"JRip";0.888212268
"o8";"p44";20.1699999999983;127;15.65;"w352";"ranger";0.922139922
"o8";"p44";20.1699999999983;127;8.26;"w351";"svmLinear2";0.916082618
"o8";"p45";17.0999999999985;1070;33.5;"w358";"lda";0.839439431
"o8";"p45";17.0999999999985;1070;160.87;"w356";"knn";0.759166116
"o8";"p45";17.0999999999985;1070;65.88;"w353";"nnet";0.902454325
"o8";"p45";17.0999999999985;1070;36.8;"w357";"C5.0Tree";0.905478025
"o8";"p45";17.0999999999985;1070;63.28;"w354";"J48";0.886389684
"o8";"p45";17.0999999999985;1070;103.94;"w355";"JRip";0.900632842
"o8";"p45";17.0999999999985;1070;69.63;"w360";"ranger";0.942437083
"o8";"p45";17.0999999999985;1070;56.55;"w359";"svmLinear2";0.873979015
"o8";"p46";30.2099999999991;229;4.37;"w366";"lda";0.929716414
"o8";"p46";30.2099999999991;229;14.2;"w364";"knn";0.844891041
"o8";"p46";30.2099999999991;229;6.54;"w361";"nnet";0.92698804
"o8";"p46";30.2099999999991;229;7.16;"w365";"C5.0Tree";0.907903001
"o8";"p46";30.2099999999991;229;9.17;"w362";"J48";0.908811725
"o8";"p46";30.2099999999991;229;19;"w363";"JRip";0.902758089
"o8";"p46";30.2099999999991;229;21.92;"w368";"ranger";0.93789493
"o8";"p46";30.2099999999991;229;10.82;"w367";"svmLinear2";0.923352043
"o8";"p47";17.0400000000009;576;11.7;"w374";"lda";0.871852667
"o8";"p47";17.0400000000009;576;85.28;"w372";"knn";0.754013134
"o8";"p47";17.0400000000009;576;26.7;"w369";"nnet";0.886085553
"o8";"p47";17.0400000000009;576;18.5;"w373";"C5.0Tree";0.904571502
"o8";"p47";17.0400000000009;576;27.19;"w370";"J48";0.879729254
"o8";"p47";17.0400000000009;576;49.53;"w371";"JRip";0.897300609
"o8";"p47";17.0400000000009;576;42.75;"w376";"ranger";0.931836158
"o8";"p47";17.0400000000009;576;30.14;"w375";"svmLinear2";0.852172573
"o8";"p48";23.0400000000009;127;2.78;"w382";"lda";0.912145058
"o8";"p48";23.0400000000009;127;2.41;"w380";"knn";0.822781202
"o8";"p48";23.0400000000009;127;3.82;"w377";"nnet";0.924261868
"o8";"p48";23.0400000000009;127;4.44;"w381";"C5.0Tree";0.903964341
"o8";"p48";23.0400000000009;127;4.81;"w378";"J48";0.908812459
"o8";"p48";23.0400000000009;127;10.36;"w379";"JRip";0.903362316
"o8";"p48";23.0400000000009;127;13.72;"w384";"ranger";0.927593734
"o8";"p48";23.0400000000009;127;8;"w383";"svmLinear2";0.923054883
"o8";"p5";7.73000000000002;1233;46.59;"w38";"lda";0.849740993
"o8";"p5";7.73000000000002;1233;189.47;"w36";"knn";0.793999193
"o8";"p5";7.73000000000002;1233;51.78;"w33";"nnet";0.799125028
"o8";"p5";7.73000000000002;1233;98.53;"w37";"C5.0Tree";0.898509428
"o8";"p5";7.73000000000002;1233;85.25;"w34";"J48";0.880640913
"o8";"p5";7.73000000000002;1233;105.32;"w35";"JRip";0.885789126
"o8";"p5";7.73000000000002;1233;71.78;"w40";"ranger";0.938195759
"o8";"p5";7.73000000000002;1233;77.83;"w39";"svmLinear2";0.888820163
"o8";"p6";23.8199999999997;255;5.09;"w46";"lda";0.933655441
"o8";"p6";23.8199999999997;255;20.17;"w44";"knn";0.860647149
"o8";"p6";23.8199999999997;255;4.91;"w41";"nnet";0.915176462
"o8";"p6";23.8199999999997;255;17.99;"w45";"C5.0Tree";0.90366021
"o8";"p6";23.8199999999997;255;11.88;"w42";"J48";0.898817962
"o8";"p6";23.8199999999997;255;21.97;"w43";"JRip";0.901240003
"o8";"p6";23.8199999999997;255;25.7;"w48";"ranger";0.93880292
"o8";"p6";23.8199999999997;255;12.94;"w47";"svmLinear2";0.914571135
"o8";"p7";7.72999999999956;709;17;"w54";"lda";0.870039255
"o8";"p7";7.72999999999956;709;105;"w52";"knn";0.766429672
"o8";"p7";7.72999999999956;709;29.8;"w49";"nnet";0.878824565
"o8";"p7";7.72999999999956;709;55.6;"w53";"C5.0Tree";0.900328344
"o8";"p7";7.72999999999956;709;38.42;"w50";"J48";0.880937706
"o8";"p7";7.72999999999956;709;59.67;"w51";"JRip";0.890633209
"o8";"p7";7.72999999999956;709;49;"w56";"ranger";0.928502458
"o8";"p7";7.72999999999956;709;39.28;"w55";"svmLinear2";0.857622716
"o8";"p8";15.3299999999999;151;3.26;"w62";"lda";0.913962506
"o8";"p8";15.3299999999999;151;3.11;"w60";"knn";0.843677819
"o8";"p8";15.3299999999999;151;3.24;"w57";"nnet";0.919115856
